FACID,FACILITY_TYPE,LIC#,LICENSED_NAME,ADDRESS,FAC_CITY,FAC_ST,ZIP,CSZ,COUNTY,LAT,LNG,FULL_ADDR
NJ75A002,Assisted Living Residence,75A002,Friends Village At Woodstown (Alr),One Friends Drive,Woodstown,NJ,8098,"WOODSTOWN, NJ  08098",Salem,39.649042,-75.313749,"One Friends Drive, Woodstown, NJ, US"
NJ65A001,Assisted Living Residence,65A001,Georgetown Commons At The Pines At Whiting,507 Route 530,Whiting,NJ,8759,"WHITING, NJ  08759",Ocean,39.946633,-74.35442,"507 Route 530, Whiting, NJ, US"
NJ10A000,Assisted Living Residence,10A000,Granville Place,111 Sunset Road,Burlington,NJ,8016,"BURLINGTON, NJ  08016",Burlington,40.0504422,-74.8451091,"111 Sunset Road, Burlington, NJ, US"
NJ03A004,Assisted Living Residence,03A004,Harmony Village At Careone Stanwick Road,301 N Stanwick Road,Moorestown,NJ,8057,"MOORESTOWN, NJ  08057",Burlington,39.972046,-74.931989,"301 N Stanwick Road, Moorestown, NJ, US"
NJ65A003,Assisted Living Residence,65a003,Hearthstone Estates,77 Williams Street,Lakewood,NJ,8701,"LAKEWOOD, NJ  08701",Ocean,40.0757215,-74.2213504,"77 Williams Street, Lakewood, NJ, US"
NJ1A006,Assisted Living Residence,1a006,The Heritage Assisted Living,45 Route 206,Hammonton,NJ,8037,"HAMMONTON, NJ  08037",Atlantic,39.68644,-74.761838,"45 Route 206, Hammonton, NJ, US"
NJ50A005,Assisted Living Residence,50a005,Heritage At Clara Barton,1015 Amboy Avenue,Edison,NJ,8837,"EDISON, NJ  08837",Middlesex,40.5346373,-74.3370179,"1015 Amboy Avenue, Edison, NJ, US"
NJ11A017,Assisted Living Residence,11A017,Homestead At Hamilton,2560 Kuser Road,Hamilton,NJ,8691,"HAMILTON, NJ  08691",Mercer,40.2055282,-74.6541763,"2560 Kuser Road, Hamilton, NJ, US"
NJ95A001,Assisted Living Residence,95A001,House Of The Good Shepherd,798 Willow Grove Street,Hackettstown,NJ,7840,"HACKETTSTOWN, NJ  07840",Warren,40.869274,-74.81009,"798 Willow Grove Street, Hackettstown, NJ, US"
NJ45A000,Assisted Living Residence,45a000,Independence Manor At Hunterdon,188 State Highway 31,Flemington,NJ,8822,"FLEMINGTON, NJ  08822",Hunterdon,40.530669,-74.857078,"188 State Highway 31, Flemington, NJ, US"
NJ02A00,Assisted Living Residence,02A00,Jewish Home Assisted Living,685 Westwood Avenue,River Vale,NJ,7675,"RIVER VALE, NJ  07675",Bergen,40.9948272,-74.0067996,"685 Westwood Avenue, River Vale, NJ, US"
NJ30A006,Assisted Living Residence,30a006,Job Haines Home For Aged People/Hearthside Commons,250 Bloomfield Avenue,Bloomfield,NJ,7003,"BLOOMFIELD, NJ  07003",Essex,40.7836531,-74.192523,"250 Bloomfield Avenue, Bloomfield, NJ, US"
NJ60A006,Assisted Living Residence,60A006,Juniper Village At Chatham,500 Southern Boulevard,Chatham,NJ,7928,"CHATHAM, NJ  07928",Morris,40.7430147,-74.4307135,"500 Southern Boulevard, Chatham, NJ, US"
NJ35A005,Assisted Living Residence,35A005,Juniper Village At Williamstown,1640 S. Black Horse Pike,Williamstown,NJ,8094,"WILLIAMSTOWN, NJ  08094",Gloucester,39.6645405,-74.9678147,"1640 S. Black Horse Pike, Williamstown, NJ, US"
NJ35A004,Assisted Living Residence,35A004,"Juniper Village At Williamstown, Wellspring Memory Care Program",1648 S. Black Horse Pike,Williamstown,NJ,8094,"WILLIAMSTOWN, NJ  08094",Gloucester,39.664269,-74.967472,"1648 S. Black Horse Pike, Williamstown, NJ, US"
NJ65A111,Assisted Living Residence,65A111,The Lakewood Courtyard,52 Madison Avenue,Lakewood,NJ,8701,"LAKEWOOD, NJ  08701",Ocean,40.0904149,-74.2165276,"52 Madison Avenue, Lakewood, NJ, US"
NJ75A000,Assisted Living Residence,75A000,Lindsay Place,39 Supawna Road,Pennsville,NJ,8070,"PENNSVILLE, NJ  08070",Salem,39.6069338,-75.49572,"39 Supawna Road, Pennsville, NJ, US"
NJ04A003,Assisted Living Residence,04A003,Lions Gate,1100 Laurel Oak Road,Voorhees,NJ,8043,"VOORHEES, NJ  08043",Camden,39.8473394,-74.9718067,"1100 Laurel Oak Road, Voorhees, NJ, US"
NJ30A005,Assisted Living Residence,30a005,Lutheran Social Ministries At Crane'S Mill,459 Passaic Avenue,West Caldwell,NJ,7006,"WEST CALDWELL, NJ  07006",Essex,40.8435725,-74.3009326,"459 Passaic Avenue, West Caldwell, NJ, US"
YMOSFX,Assisted Living Residence,YMOSFX,Magnolia Gardens,1935 Lakewood Road,Toms River,NJ,8755,"TOMS RIVER, NJ  08755",Ocean,40.047017,-74.22187,"1935 Lakewood Road, Toms River, NJ, US"
NJ80A110,Assisted Living Residence,80A110,"Martin And Edith Stein Assisted Living Residence, Inc.",350 Demott Lane,Somerset,NJ,8873,"SOMERSET, NJ  08873",Somerset,40.50227,-74.514872,"350 Demott Lane, Somerset, NJ, US"
NJ55A009,Assisted Living Residence,55A009,Mattison Crossing At Manalapan Ave,93 Manalapan Avenue,Freehold,NJ,7728,"FREEHOLD, NJ  07728",Monmouth,40.259774,-74.2869,"93 Manalapan Avenue, Freehold, NJ, US"
NJ90108,Assisted Living Residence,90108,Maurice House,1719 West Main Street,Millville,NJ,8332,"MILLVILLE, NJ  08332",Cumberland,39.401841,-75.080297,"1719 West Main Street, Millville, NJ, US"
NJ47A001,Assisted Living Residence,47a001,Meadow Lakes,300 Meadow Lakes,East Windsor,NJ,8520,"EAST WINDSOR, NJ  08520",Mercer,40.2579877,-74.5172292,"300 Meadow Lakes, East Windsor, NJ, US"
NJ75A001,Assisted Living Residence,75A001,Merion Gardens Assisted Living,315 Merion Avenue,Carneys Point,NJ,8069,"CARNEYS POINT, NJ  08069",Salem,39.7072992,-75.4685575,"315 Merion Avenue, Carneys Point, NJ, US"
NJ14A002,Assisted Living Residence,14A002,"Merry Heart Assisted Living, Llc",118 Main Street,Succasunna,NJ,7876,"SUCCASUNNA, NJ  07876",Morris,40.8695083,-74.6404813,"118 Main Street, Succasunna, NJ, US"
NJLRR782,Assisted Living Residence,LRR782,Mill Gardens At Midland Park,36 Faner Road,Midland Park,NJ,7432,"MIDLAND PARK, NJ  07432",Bergen,40.9875224,-74.147232,"36 Faner Road, Midland Park, NJ, US"
NJ55A005,Assisted Living Residence,55a005,Monmouth Crossing,560 Iron Bridge Road,Freehold,NJ,7728,"FREEHOLD, NJ  07728",Monmouth,40.2349821,-74.3103671,"560 Iron Bridge Road, Freehold, NJ, US"
NJ50A8312,Assisted Living Residence,50A8312,Monroe Village Assisted Living,One David Brainerd Drive,Monroe Township,NJ,8831,"MONROE TOWNSHIP, NJ  08831",Middlesex,40.3382906,-74.4517078,"One David Brainerd Drive, Monroe Township, NJ, US"
922TYU,Assisted Living Residence,922TYU,Mt Arlington Senior Living,2 Hillside Drive,Mount Arlington,NJ,7856,"MOUNT ARLINGTON, NJ  07856",Morris,40.904376,-74.636296,"2 Hillside Drive, Mount Arlington, NJ, US"
NJ08A009,Assisted Living Residence,08A009,Mullica Gardens Assisted Living,161 Mullica Hill Road,Mullica Hill,NJ,8062,"MULLICA HILL, NJ  08062",Gloucester,39.7342899,-75.215222,"161 Mullica Hill Road, Mullica Hill, NJ, US"
NJ03A005,Assisted Living Residence,03A005,Oakbridge Terrace Assisted Living At Evergreens,309 Bridgeboro Road,Moorestown,NJ,8057,"MOORESTOWN, NJ  08057",Burlington,39.984607,-74.946093,"309 Bridgeboro Road, Moorestown, NJ, US"
NJ60A002,Assisted Living Residence,60a002,The Oaks At Denville,19 Pocono Road,Denville,NJ,7834,"DENVILLE, NJ  07834",Morris,40.8944326,-74.4657836,"19 Pocono Road, Denville, NJ, US"
3EGDKS,Assisted Living Residence,3EGDKS,The Orchards At Bartley,100 North County Line Road,Jackson,NJ,8527,"JACKSON, NJ  08527",Ocean,40.134037,-74.283308,"100 North County Line Road, Jackson, NJ, US"
NJ12A007,Assisted Living Residence,12A007,Parker At Stonegate,443 River Road,Highland Park,NJ,8904,"HIGHLAND PARK, NJ  08904",Middlesex,40.5017144,-74.4387626,"443 River Road, Highland Park, NJ, US"
NJ15A005,Assisted Living Residence,15A005,Premier Cadbury Of Cherry Hill,2150 Route 38,Cherry Hill,NJ,8002,"CHERRY HILL, NJ  08002",Camden,39.939423,-75.018354,"2150 Route 38, Cherry Hill, NJ, US"
NJ50A002,Assisted Living Residence,50a002,Reformed Church Home,1990 Route 18 North,Old Bridge,NJ,8857,"OLD BRIDGE, NJ  08857",Middlesex,40.391597,-74.340069,"1990 Route 18 North, Old Bridge, NJ, US"
NJ47A002,Assisted Living Residence,47a002,Rose Hill Assisted Living,1150 Washington Blvd,Robbinsville,NJ,8691,"ROBBINSVILLE, NJ  08691",Mercer,40.2228094,-74.6348194,"1150 Washington Blvd, Robbinsville, NJ, US"
NJ01A006,Assisted Living Residence,01a006,Seashore Gardens Living Center,22 West Jimmie Leeds Road,Galloway Township,NJ,8205,"GALLOWAY TOWNSHIP, NJ  08205",Atlantic,39.475202,-74.533212,"22 West Jimmie Leeds Road, Galloway Township, NJ, US"
NJ13A014,Assisted Living Residence,13A014,The Solana Marlboro,52 County Road 520,Morganville,NJ,7751,"MORGANVILLE, NJ  07751",Monmouth,40.352257,-74.302833,"52 County Road 520, Morganville, NJ, US"
NJ1A002,Assisted Living Residence,01A002,Somers Place,199 Steelmanville Road,Egg Harbor Township,NJ,8234,"EGG HARBOR TOWNSHIP, NJ  08234",Atlantic,39.345868,-74.604816,"199 Steelmanville Road, Egg Harbor Township, NJ, US"
NJ60A005,Assisted Living Residence,60a005,Spring Hills At Morristown,17 Spring Place,Morristown,NJ,7960,"MORRISTOWN, NJ  07960",Morris,40.79808,-74.4780052,"17 Spring Place, Morristown, NJ, US"
NJ80A001,Assisted Living Residence,80a001,Spring Hills At Somerset,473 Demott Lane,Somerset,NJ,8873,"SOMERSET, NJ  08873",Somerset,40.498984,-74.521927,"473 Demott Lane, Somerset, NJ, US"
NJ04A006,Assisted Living Residence,04A006,Spring Hills Cherry Hill,1450 Marlton Pike,Cherry Hill,NJ,8034,"CHERRY HILL, NJ  08034",Camden,39.916754,-75.0268851,"1450 Marlton Pike, Cherry Hill, NJ, US"
NJ90A001,Assisted Living Residence,90a001,Spring Meadows Summit,41 Springfield Avenue,Summit,NJ,7901,"SUMMIT, NJ  07901",Union,40.7166601,-74.334731,"41 Springfield Avenue, Summit, NJ, US"
NJ65A006,Assisted Living Residence,65a006,Spring Oak Assisted Living At Forked River,601 North Main Street,Lanoka Harbor,NJ,8734,"LANOKA HARBOR, NJ  08734",Ocean,39.8676862,-74.1688389,"601 North Main Street, Lanoka Harbor, NJ, US"
NJ25A002,Assisted Living Residence,25a002,Spring Oak Assisted Living At Vineland,1611 South Main Road,Vineland,NJ,8360,"VINELAND, NJ  08360",Cumberland,39.4617643,-75.0077614,"1611 South Main Road, Vineland, NJ, US"
NJ15A008,Assisted Living Residence,15A008,Spring Oak Assisted Living At Voorhees,396 So. White Horse Pike,Berlin,NJ,8009,"BERLIN, NJ  08009",Camden,39.791398,-74.929412,"396 So. White Horse Pike, Berlin, NJ, US"
NJ65A113,Assisted Living Residence,65A113,Spring Oak Of Toms River,2145 Whitesville Road,Toms River,NJ,8755,"TOMS RIVER, NJ  08755",Ocean,39.9937384,-74.2210386,"2145 Whitesville Road, Toms River, NJ, US"
NJ1A003,Assisted Living Residence,01a003,Spring Village At Galloway,42 West Jimmie Leeds,Galloway Township,NJ,8205,"GALLOWAY TOWNSHIP, NJ  08205",Atlantic,39.4758589,-74.5373982,"42 West Jimmie Leeds, Galloway Township, NJ, US"
NJ1A004,Assisted Living Residence,01a004,Spring Village At Galloway,46 West Jimmie Leeds Road,Galloway Township,NJ,8205,"GALLOWAY TOWNSHIP, NJ  08205",Atlantic,39.4759167,-74.5377527,"46 West Jimmie Leeds Road, Galloway Township, NJ, US"
NJ80A112,Assisted Living Residence,80A112,Stonebridge At Montgomery Health Care Center,100 Hollinshead Spring Road,Skillman,NJ,8558,"SKILLMAN, NJ  08558",Somerset,40.415202,-74.636769,"100 Hollinshead Spring Road, Skillman, NJ, US"
NJ90110,Assisted Living Residence,90110,Summit Place,540 Mullica Hill Road,Glassboro,NJ,8028,"GLASSBORO, NJ  08028",Gloucester,39.712375,-75.131572,"540 Mullica Hill Road, Glassboro, NJ, US"
NJ13A015,Assisted Living Residence,13A015,Sunnyside Manor,2500 Ridgewood Road,Wall,NJ,7719,"WALL, NJ  07719",Monmouth,40.1425495,-74.0878296,"2500 Ridgewood Road, Wall, NJ, US"
NJ50A004,Assisted Living Residence,50a004,Sunrise Assisted Living Of East Brunswick,190 Summerhill Road,East Brunswick,NJ,8816,"EAST BRUNSWICK, NJ  08816",Middlesex,40.424451,-74.390359,"190 Summerhill Road, East Brunswick, NJ, US"
NJ30A003,Assisted Living Residence,30a003,Sunrise Assisted Living At West Essex,47 Greenbrook Road,Fairfield,NJ,7004,"FAIRFIELD, NJ  07004",Essex,40.871957,-74.274846,"47 Greenbrook Road, Fairfield, NJ, US"
NJ15A112,Assisted Living Residence,15A112,Sunrise Assisted Living Of Jackson,390 North County Line Road,Jackson,NJ,8527,"JACKSON, NJ  08527",Ocean,40.1391126,-74.2976769,"390 North County Line Road, Jackson, NJ, US"
COGCWM,Assisted Living Residence,COGCWM,Sunrise Assisted Living Of Lincroft,734 Newman Springs Road,Lincroft,NJ,7738,"LINCROFT, NJ  07738",Monmouth,40.3312181,-74.1254199,"734 Newman Springs Road, Lincroft, NJ, US"
0L9278,Assisted Living Residence,0L9278,Sunrise Assisted Living Of Marlboro,3A South Main Street,Marlboro,NJ,7746,"MARLBORO, NJ  07746",Monmouth,40.314578,-74.248377,"3A South Main Street, Marlboro, NJ, US"
NJ90117,Assisted Living Residence,90117,Sunrise Assisted Living Of Morris Plains,209 Littleton Road,Morris Plains,NJ,7950,"MORRIS PLAINS, NJ  07950",Morris,40.8408228,-74.466474,"209 Littleton Road, Morris Plains, NJ, US"
NJ90103,Assisted Living Residence,90103,Sunrise Assisted Living Of Old Tappan,195 Old Tappan Road,Old Tappan,NJ,7675,"OLD TAPPAN, NJ  07675",Bergen,41.0224508,-73.9564679,"195 Old Tappan Road, Old Tappan, NJ, US"
NJ5A003,Assisted Living Residence,05a003,Sunrise Assisted Living Of Paramus,567 Paramus Road,Paramus,NJ,7652,"PARAMUS, NJ  07652",Bergen,40.9645483,-74.0926917,"567 Paramus Road, Paramus, NJ, US"
NJ60A012,Assisted Living Residence,60A012,Sunrise Assisted Living Of Randolph,648 Route 10,Randolph,NJ,7869,"RANDOLPH, NJ  07869",Morris,40.861489,-74.579615,"648 Route 10, Randolph, NJ, US"
NJ70A001,Assisted Living Residence,70a001,Sunrise Assisted Living Of Wayne,184 Berdan Avenue,Wayne,NJ,7470,"WAYNE, NJ  07470",Passaic,40.9663288,-74.2421642,"184 Berdan Avenue, Wayne, NJ, US"
NJ90144,Assisted Living Residence,90144,Sunrise Assisted Living Of Westfield,240 Springfield Avenue,Westfield,NJ,7090,"WESTFIELD, NJ  07090",Union,40.6720903,-74.324531,"240 Springfield Avenue, Westfield, NJ, US"
NJ80A008,Assisted Living Residence,80a008,Sunrise Of Basking Ridge,404 King George Road,Basking Ridge,NJ,7920,"BASKING RIDGE, NJ  07920",Somerset,40.653457,-74.526974,"404 King George Road, Basking Ridge, NJ, US"
NJ18A111,Assisted Living Residence,18A111,Sunrise Of Bridgewater,390 Us 22,Bridgewater,NJ,8807,"BRIDGEWATER, NJ  08807",Somerset,40.5888442,-74.6413029,"390 Us 22, Bridgewater, NJ, US"
NJ05A200,Assisted Living Residence,05A200,Sunrise Of Cresskill,3 Tenakill Park Drive East,Cresskill,NJ,7626,"CRESSKILL, NJ  07626",Bergen,40.936851,-73.963684,"3 Tenakill Park Drive East, Cresskill, NJ, US"
NJ5A008,Assisted Living Residence,05a008,Sunrise Of Edgewater,351 River Road,Edgewater,NJ,7020,"EDGEWATER, NJ  07020",Bergen,40.8058818,-73.9919902,"351 River Road, Edgewater, NJ, US"
NJ60A009,Assisted Living Residence,60A009,Sunrise Of Madison,215 Madison Avenue,Madison,NJ,7940,"MADISON, NJ  07940",Morris,40.7705686,-74.4354695,"215 Madison Avenue, Madison, NJ, US"
NJ5A007,Assisted Living Residence,05a007,Sunrise Of Woodcliff Lake,430 Chestnut Ridge Road,Woodcliff Lake,NJ,7675,"WOODCLIFF LAKE, NJ  07675",Bergen,41.042277,-74.072982,"430 Chestnut Ridge Road, Woodcliff Lake, NJ, US"
NJAL14001,Assisted Living Residence,AL14001,Sycamore Rehab And Assisted Living At East Hanover,1 South Ridgedale Avenue,East Hanover,NJ,7936,"EAST HANOVER, NJ  07936",Morris,40.813299,-74.391556,"1 South Ridgedale Avenue, East Hanover, NJ, US"
NJ04A024,Assisted Living Residence,04A024,Symphpony At Cherry Hill,1240 Brace Road,Cherry Hill,NJ,8034,"CHERRY HILL, NJ  08034",Camden,39.902724,-75.013345,"1240 Brace Road, Cherry Hill, NJ, US"
NJ35A003,Assisted Living Residence,35a003,Terraces At Parke Place,661 Delsea Drive,Sewell,NJ,8080,"SEWELL, NJ  08080",Gloucester,39.741175,-75.113316,"661 Delsea Drive, Sewell, NJ, US"
NJ15A113,Assisted Living Residence,15A113,The Terraces At Seacrest Village,281 Mathistown Road,Little Egg Harbor Tw,NJ,8087,"LITTLE EGG HARBOR TW, NJ  08087",Ocean,40.16706,-74.49987,"281 Mathistown Road, Little Egg Harbor Tw, NJ, US"
NJ35A3302,Assisted Living Residence,35A3302,Traditions Of Cross Keys,3152 Glassboro Cross Keys Road,Glassboro,NJ,8028,"GLASSBORO, NJ  08028",Gloucester,39.709777,-75.0688565,"3152 Glassboro Cross Keys Road, Glassboro, NJ, US"
NJ85A001,Assisted Living Residence,85A001,United Methodist Communities At Bristol Glen,200 Bristol Glen Drive,Newton,NJ,7860,"NEWTON, NJ  07860",Sussex,41.045025,-74.765114,"200 Bristol Glen Drive, Newton, NJ, US"
NJ20A002,Assisted Living Residence,20A002,United Methodist Communities At The Shores,2201 Bay Avenue,Ocean City,NJ,8226,"OCEAN CITY, NJ  08226",Cape May,39.266876,-74.598763,"2201 Bay Avenue, Ocean City, NJ, US"
NJ8XD1WY,Assisted Living Residence,8XD1WY,Van Dyk'S Senior Residence Of Hawthorne,644 Goffle Road,Hawthorne,NJ,7506,"HAWTHORNE, NJ  07506",Passaic,40.9556087,-74.1626135,"644 Goffle Road, Hawthorne, NJ, US"
NJ60A004,Assisted Living Residence,60a004,Victoria Mews Assisted Living,51 North Main Street,Boonton Township,NJ,7005,"BOONTON TOWNSHIP, NJ  07005",Morris,40.915368,-74.427602,"51 North Main Street, Boonton Township, NJ, US"
NJ60A010,Assisted Living Residence,60A010,"The Villa At Florham Park, Inc",190 Park Avenue,Florham Park,NJ,7932,"FLORHAM PARK, NJ  07932",Morris,40.7789927,-74.4291227,"190 Park Avenue, Florham Park, NJ, US"
NJ1A005,Assisted Living Residence,01a005,Villa Raffaella Assisted Living Community,917 S Main Street,Pleasantville,NJ,8232,"PLEASANTVILLE, NJ  08232",Atlantic,39.3833758,-74.5301042,"917 S Main Street, Pleasantville, NJ, US"
NJ15A003,Assisted Living Residence,15A003,Voorhees Senior Living,501 Laurel Oak Road,Voorhees,NJ,8043,"VOORHEES, NJ  08043",Camden,39.8444761,-74.9828348,"501 Laurel Oak Road, Voorhees, NJ, US"
NJ35A002,Assisted Living Residence,35A002,Washington Township Senior Living,600 Medical Center Drive,Sewell,NJ,8080,"SEWELL, NJ  08080",Gloucester,39.724395,-75.051552,"600 Medical Center Drive, Sewell, NJ, US"
NJ1EGWIO,Assisted Living Residence,1EGWIO,Wellington Estates,2018 Highway 35,Spring Lake,NJ,7762,"SPRING LAKE, NJ  07762",Monmouth,40.464689,-74.275972,"2018 Highway 35, Spring Lake, NJ, US"
QPB2N9,Assisted Living Residence,QPB2N9,Weston Assisted Living Residence,905 Route 10 East,Whippany,NJ,7981,"WHIPPANY, NJ  07981",Morris,40.82791,-74.428341,"905 Route 10 East, Whippany, NJ, US"
NJ19A005,Assisted Living Residence,19A005,Westwind Manor,25 Main Street,Franklin,NJ,7416,"FRANKLIN, NJ  07416",Sussex,41.1181535,-74.5896965,"25 Main Street, Franklin, NJ, US"
NJ50A006,Assisted Living Residence,50A006,Whispering Knoll Assisted Living,62 James Street,Edison,NJ,8820,"EDISON, NJ  08820",Middlesex,40.557242,-74.346787,"62 James Street, Edison, NJ, US"
NJ55A003,Assisted Living Residence,55a003,The Willows At Holmdel,713 N Beers Street,Holmdel,NJ,7733,"HOLMDEL, NJ  07733",Monmouth,40.4091992,-74.1946038,"713 N Beers Street, Holmdel, NJ, US"
NJ30A000,Assisted Living Residence,30a000,Winchester Gardens Assisted Living Center,333 Elmwood Avenue,Maplewood,NJ,7040,"MAPLEWOOD, NJ  07040",Essex,40.7278802,-74.2535916,"333 Elmwood Avenue, Maplewood, NJ, US"
NJ35A010,Assisted Living Residence,35a010,Woodbury Mews Senior Living,124 Green Avenue,Woodbury,NJ,8096,"WOODBURY, NJ  08096",Gloucester,39.8343891,-75.1504711,"124 Green Avenue, Woodbury, NJ, US"
NJ1A001,Assisted Living Residence,01a001,Woodview Estates,5030 Unami Boulevard,Mays Landing,NJ,8330,"MAYS LANDING, NJ  08330",Atlantic,39.440414,-74.685476,"5030 Unami Boulevard, Mays Landing, NJ, US"
NJ5C000,Comprehensive Personal Care Home,05C000,The Actors' Fund Homes,155-175 West Hudson Avenue,Englewood,NJ,7631,"ENGLEWOOD, NJ  07631",Bergen,40.9107499,-73.9750735,"155-175 West Hudson Avenue, Englewood, NJ, US"
NJ82471,Comprehensive Personal Care Home,82471,Allegria Assisted Living,70 Stockton Avenue,Ocean Grove,NJ,7756,"OCEAN GROVE, NJ  07756",Monmouth,40.2078195,-74.0097029,"70 Stockton Avenue, Ocean Grove, NJ, US"
NJ5C001,Comprehensive Personal Care Home,05C001,Allendale Carlton Court,85 Harreton Road,Allendale,NJ,7401,"ALLENDALE, NJ  07401",Bergen,41.0456007,-74.1212668,"85 Harreton Road, Allendale, NJ, US"
NJ90C000,Comprehensive Personal Care Home,90C000,Aristacare At Delaire,400 West Stimpson Avenue,Linden,NJ,7036,"LINDEN, NJ  07036",Union,40.625328,-74.248761,"400 West Stimpson Avenue, Linden, NJ, US"
NJ25C001,Comprehensive Personal Care Home,25C001,Assisted Living At Renaissance,99 Manheim Avenue,Bridgeton,NJ,8302,"BRIDGETON, NJ  08302",Cumberland,39.4301036,-75.2181222,"99 Manheim Avenue, Bridgeton, NJ, US"
NJ82472,Comprehensive Personal Care Home,82472,Atria Cranford,10 Jackson Drive,Cranford,NJ,7016,"CRANFORD, NJ  07016",Union,40.6416086,-74.2864699,"10 Jackson Drive, Cranford, NJ, US"
NJ10C000,Comprehensive Personal Care Home,10C000,Baptist Home Of South Jersey,303 Bank Avenue,Riverton,NJ,8077,"RIVERTON, NJ  08077",Burlington,40.013552,-75.0203006,"303 Bank Avenue, Riverton, NJ, US"
NJ20C003,Comprehensive Personal Care Home,20C003,Birchwood Square At Cranford,205 Birchwood Avenue,Cranford,NJ,7016,"CRANFORD, NJ  07016",Union,40.6669775,-74.2899672,"205 Birchwood Avenue, Cranford, NJ, US"
NJ30225,Comprehensive Personal Care Home,030225,Bright Side Manor,300 Teaneck Road,Teaneck,NJ,7666,"TEANECK, NJ  07666",Bergen,40.8817243,-74.00902,"300 Teaneck Road, Teaneck, NJ, US"
NJ30830,Comprehensive Personal Care Home,30830,Brightview Woodbury Lake,752 Cooper Street,Woodbury,NJ,8096,"WOODBURY, NJ  08096",Gloucester,39.8322759,-75.1357078,"752 Cooper Street, Woodbury, NJ, US"
