Facility_Name,Type,Street_Address,City,Zip,County,State,Facility Location,Latitude,Longitude
Cassena Care of Stamford,Nursing Facility,53 Courtland Avenue,Stamford,,Fairfield,CT,POINT (-73.514114 41.060582),41.060582,-73.514114
The Pines at Bristol,Nursing Facility,61 Bellevue Avenue,Bristol,,Hartford,CT,POINT (-72.940458 41.675186),41.675186,-72.940458
"Lourdes Health Care Center, Inc.",Nursing Facility,345 Belden Hill Road,Wilton,,Fairfield,CT,POINT (-73.438485 41.172601),41.172601,-73.438485
Douglas Manor,Nursing Facility,103 North Road,Windham,,Windham,CT,POINT (-72.163347 41.705233),41.705233,-72.163347
Beacon Brook Health Center,Nursing Facility,89 Weid Drive,Naugatuck,,New Haven,CT,POINT (-73.031936 41.469642),41.469642,-73.031936
Prospect ECHN ElderCare Serv. dba Woodlake at Tolland,Nursing Facility,26 Shenipsit Lake Road,Tolland,,Tolland,CT,POINT (-72.414389 41.871808),41.871808,-72.414389
Skyview Center,Nursing Facility,35 Marc Drive,Wallingford,,New Haven,CT,POINT (-72.846279 41.453355),41.453355,-72.846279
Pope John Paul II Center,Nursing Facility,33 Lincoln Avenue,Danbury,,Fairfield,CT,POINT (-73.454729 41.384584),41.384584,-73.454729
Touchpoints at Farmington,Nursing Facility,20 Scott Swamp Road,Farmington,,Hartford,CT,POINT (-72.845561 41.704553),41.704553,-72.845561
Village Crest Center for Health and Rehabilitation,Nursing Facility,19 Poplar Street,New Milford,,Litchfield,CT,POINT (-73.408736 41.58294),41.58294,-73.408736
Paradigm at Bentley Gardens,Nursing Facility,310 Terrace Avenue,West Haven,,New Haven,CT,POINT (-72.969025 41.283035),41.283035,-72.969025
The Willows,Nursing Facility,225 Amity Road,Woodbridge,,New Haven,CT,POINT (-72.983417 41.342128),41.342128,-72.983417
The Villa at Stamford,Nursing Facility,88 Rock Rimmon Road,Stamford,,Fairfield,CT,POINT (-73.5614 41.13995800000001),41.139958,-73.5614
"Mattatuck Health Care Facility, Inc.",Nursing Facility,9 Cliff Street,Waterbury,,New Haven,CT,POINT (-73.045851 41.560756),41.560756,-73.045851
St. Joseph's Center,Nursing Facility,6448 Main Street,Trumbull,,Fairfield,CT,POINT (-73.226931 41.27423),41.27423,-73.226931
Apple Rehab Coccomo,Nursing Facility,33 Cone Avenue,Meriden,,New Haven,CT,POINT (-72.752952 41.524968),41.524968,-72.752952
Essex Meadows Health Center,Nursing Facility,30 Bokum Road,Essex,,Middlesex,CT,POINT (-72.410763 41.338327),41.338327,-72.410763
Meadow Ridge,Nursing Facility,100 Redding Road,Redding,,Fairfield,CT,POINT (-73.425508 41.263538),41.263538,-73.425508
Bel-Air Manor Nursing & Rehabilitation Center,Nursing Facility,256 New Britain Avenue,Newington,,Hartford,CT,POINT (-72.73245 41.674685),41.674685,-72.73245
McLean Health Center,Nursing Facility,75 Great Pond Road,Simsbury,,Hartford,CT,POINT (-72.824809 41.885251),41.885251,-72.824809
"New Milford Rehabilitation, LLC",Nursing Facility,30 Park Lane East,New Milford,,Litchfield,CT,POINT (-73.401447 41.59753),41.59753,-73.401447
Madison House,Nursing Facility,34 Wildwood Avenue,Madison,,New Haven,CT,POINT (-72.638357 41.287548),41.287548,-72.638357
"Connecticut Baptist Homes, Inc.",Nursing Facility,292 Thorpe Avenue,Meriden,,New Haven,CT,POINT (-72.75518000000001 41.515835),41.515835,-72.75518
Village Green of Bristol Rehabilitation and Health Center,Nursing Facility,23 Fair Street,Bristol,,Hartford,CT,POINT (-72.902506 41.679856),41.679856,-72.902506
"Chelsea Place Care Center, LLC",Nursing Facility,25 Lorraine Street,Hartford,,Hartford,CT,POINT (-72.705431 41.767714),41.767714,-72.705431
Bickford Health Care Center,Nursing Facility,14 Main Street,Windsor Locks,,Hartford,CT,POINT (-72.627281 41.926759),41.926759,-72.627281
Trinity Hill Care Center,Nursing Facility,151 Hillside Avenue,Hartford,,Hartford,CT,POINT (-72.698044 41.748736),41.748736,-72.698044
The Summit at Plantsville,Nursing Facility,261 Summit Street,Plantsville,,Hartford,CT,POINT (-72.89307 41.591965),41.591965,-72.89307
Long Ridge Post-Acute Care,Nursing Facility,710 Long Ridge Road,Stamford,,Fairfield,CT,POINT (-73.563222 41.095003),41.095003,-73.563222
"Hewitt Health and Rehabilitation Center, Inc.",Nursing Facility,45 Maltby Street,Shelton,,Fairfield,CT,POINT (-73.091344 41.312414),41.312414,-73.091344
"The Mary Wade Home, Inc.",Nursing Facility,118 Clinton Avenue,New Haven,,New Haven,CT,POINT (-72.891247 41.312612),41.312612,-72.891247
Montowese Health & Rehabilitation Center,Nursing Facility,163 Quinnipiac Avenue,North Haven,,New Haven,CT,POINT (-72.863569 41.346922),41.346922,-72.863569
Waveny Care Center,Nursing Facility,3 Farm Road,New Canaan,,Fairfield,CT,POINT (-73.493667 41.128529),41.128529,-73.493667
St. Joseph's Residence,Nursing Facility,1365 Enfield Street,Enfield,,Hartford,CT,POINT (-72.592407 41.972614),41.972614,-72.592407
"Pierce Memorial Baptist Home, Inc.",Nursing Facility,"44 Canterbury Road,  P.O. Box 326",Brooklyn,,Windham,CT,POINT (-71.949585 41.78502),41.78502,-71.949585
Countryside Manor of Bristol,Nursing Facility,1660 Stafford Avenue,Bristol,,Hartford,CT,POINT (-72.91463 41.721245),41.721245,-72.91463
Marlborough Health and Rehabilitation Center,Nursing Facility,85 Stage Harbor Road,Marlborough,,Hartford,CT,POINT (-72.476829 41.652591),41.652591,-72.476829
"Ledgecrest Health Care Center, Inc.",Nursing Facility,154 Kensington Road,Kensington,,Hartford,CT,POINT (-72.769758 41.629581),41.629581,-72.769758
Southington Care Center,Nursing Facility,45 Meriden Avenue,Southington,,Hartford,CT,POINT (-72.876623 41.59615),41.59615,-72.876623
Bickford Health Care Center,Nursing Facility,14 Main Street,Windsor Locks,,Hartford,CT,POINT (-72.627281 41.926759),41.926759,-72.627281
Seabury Health Center,Nursing Facility,200 Seabury Drive,Bloomfield,,Hartford,CT,POINT (-72.706488 41.833335),41.833335,-72.706488
Lord Chamberlain Manor,Nursing Facility,7003 Main Street,Stratford,,Fairfield,CT,POINT (-73.100682 41.251009),41.251009,-73.100682
RegalCare at New Haven,Nursing Facility,181 Clifton Street,New Haven,,New Haven,CT,POINT (-72.878853 41.309366),41.309366,-72.878853
Masonicare at Newtown,Nursing Facility,139 Toddy Hill Road,Newtown,,Fairfield,CT,POINT (-73.258982 41.382079),41.382079,-73.258982
Watertown Convalarium,Nursing Facility,560 Woodbury Road,Watertown,,Litchfield,CT,POINT (-73.138173 41.60198),41.60198,-73.138173
Apple Rehab West Haven,Nursing Facility,308 Savin Avenue,West Haven,,New Haven,CT,POINT (-72.950838 41.260554),41.260554,-72.950838
Pendleton Health and Rehabilitation Center,Nursing Facility,44 Maritime Drive,Mystic,,New London,CT,POINT (-71.950839 41.369335),41.369335,-71.950839
New London Sub-Acute and Nursing,Nursing Facility,88 Clark Lane,Waterford,,New London,CT,POINT (-72.127527 41.34864),41.34864,-72.127527
Cassena Care of Stamford,Nursing Facility,53 Courtland Avenue,Stamford,,Fairfield,CT,POINT (-73.514114 41.060582),41.060582,-73.514114
RegalCare at New Haven,Nursing Facility,181 Clifton Street,New Haven,,New Haven,CT,POINT (-72.878853 41.309366),41.309366,-72.878853
Ridge Crest at Meadow Ridge,Nursing Facility,100 Redding Road,Redding,,Fairfield,CT,POINT (-73.425508 41.263538),41.263538,-73.425508
Ludlowe Center for Health and Rehabilitation,Nursing Facility,118 Jefferson Street,Fairfield,,Fairfield,CT,POINT (-73.24397 41.223753),41.223753,-73.24397
Village Green of Bristol Rehabilitation and Health Center,Nursing Facility,23 Fair Street,Bristol,,Hartford,CT,POINT (-72.902506 41.679856),41.679856,-72.902506
Beechwood,Nursing Facility,31 Vauxhall Street,New London,,New London,CT,POINT (-72.104438 41.361035),41.361035,-72.104438
Talmadge Park Health Care,Nursing Facility,38 Talmadge Avenue,East Haven,,New Haven,CT,POINT (-72.86361 41.263459),41.263459,-72.86361
Lord Chamberlain Nursing & Rehabilitation Center,Nursing Facility,7003 Main Street,Stratford,,Fairfield,CT,POINT (-73.100682 41.251009),41.251009,-73.100682
Bridgeport Manor,Nursing Facility,540 Bond Street,Bridgeport,,Fairfield,CT,POINT (-73.167085 41.200764),41.200764,-73.167085
Long Ridge of Stamford,Nursing Facility,710 Long Ridge Road,Stamford,,Fairfield,CT,POINT (-73.563222 41.095003),41.095003,-73.563222
Apple Rehab of Rocky Hill,Nursing Facility,45 Elm Street,Rocky Hill,,Hartford,CT,POINT (-72.641595 41.664617),41.664617,-72.641595
Jerome Home,Nursing Facility,975 Corbin Avenue,New Britain,,Hartford,CT,POINT (-72.80429 41.662211),41.662211,-72.80429
The Willows,Nursing Facility,225 Amity Road,Woodbridge,,New Haven,CT,POINT (-72.983417 41.342128),41.342128,-72.983417
Meadowbrook of Granby,Nursing Facility,350 Salmon Brook Street,Granby,,Hartford,CT,POINT (-72.790996 41.964404),41.964404,-72.790996
Bel-Air Manor Nursing & Rehabilitation Center,Nursing Facility,256 New Britain Avenue,Newington,,Hartford,CT,POINT (-72.73245 41.674685),41.674685,-72.73245
Brookview Corp.  d/b/a West Hartford Health and Rehabilitation Center,Nursing Facility,130 Loomis Drive,West Hartford,,Hartford,CT,POINT (-72.73995 41.76687),41.76687,-72.73995
The Bradley Home,Nursing Facility,320 Colony Street,Meriden,,New Haven,CT,POINT (-72.795609 41.545942),41.545942,-72.795609
Glen Hill Center,Nursing Facility,1 Glen Hill Road,Danbury,,Fairfield,CT,POINT (-73.449309 41.414466),41.414466,-73.449309
Laurel Ridge Health Care Center,Nursing Facility,642 Danbury Road,Ridgefield,,Fairfield,CT,POINT (-73.474874 41.32427),41.32427,-73.474874
Greenwich Woods Health Care Center,Nursing Facility,1165 King Street,Greenwich,,Fairfield,CT,POINT (-73.694388 41.05959200000001),41.059592,-73.694388
Apple Rehab Colchester,Nursing Facility,36 Broadway,Colchester,,New London,CT,POINT (-72.33298500000001 41.576683),41.576683,-72.332985
Apple Rehab Uncasville,Nursing Facility,5 Richard Brown Drive,Uncasville,,New London,CT,POINT (-72.112266 41.49273),41.49273,-72.112266
Yale Health In-Patient Care,Nursing Facility,"55 Lock Street, P.O. Box 208237",New Haven,,New Haven,CT,POINT (-72.928332 41.31551),41.31551,-72.928332
"Colonial Health and Rehab Center of Plainfield, LLC",Nursing Facility,16 Windsor Avenue,Plainfield,,Windham,CT,POINT (-71.918016 41.681773),41.681773,-71.918016
Westfield Care and Rehabilitation Center,Nursing Facility,65 Westfield Road,Meriden,,New Haven,CT,POINT (-72.780579 41.547965),41.547965,-72.780579
Glen Hill Center,Nursing Facility,1 Glen Hill Road,Danbury,,Fairfield,CT,POINT (-73.449309 41.414466),41.414466,-73.449309
"Notre Dame Convalescent Homes, Inc. (dba) Notre Dame Health and Rehab Center",Nursing Facility,76 West Rocks Road,Norwalk,,Fairfield,CT,POINT (-73.413866 41.133415),41.133415,-73.413866
The Watermark at 3030,Nursing Facility,3030 Park Avenue,Bridgeport,,Fairfield,CT,POINT (-73.219717 41.198599),41.198599,-73.219717
Gladeview Health Care Center,Nursing Facility,60 Boston Post Road,Old Saybrook,,Middlesex,CT,POINT (-72.363403 41.312485),41.312485,-72.363403
Apple Rehab Shelton Lakes,Nursing Facility,5 Lake Road,Shelton,,Fairfield,CT,POINT (-73.115165 41.313756),41.313756,-73.115165
"Westside Care Center, LLC",Nursing Facility,349 Bidwell Street,Manchester,,Hartford,CT,POINT (-72.544459 41.759532),41.759532,-72.544459
Apple Rehab Middletown (dba Highview Health Care Center),Nursing Facility,600 Highland Avenue,Middletown,,Middlesex,CT,POINT (-72.654814 41.532381),41.532381,-72.654814
The Kent Specialty Care Center,Nursing Facility,46 Maple Street,Kent,,Litchfield,CT,POINT (-73.473481 41.720625),41.720625,-73.473481
Apple Rehab Colchester,Nursing Facility,36 Broadway,Colchester,,New London,CT,POINT (-72.33298500000001 41.576683),41.576683,-72.332985
Watrous Nursing Center,Nursing Facility,9 Neck Road,Madison,,New Haven,CT,POINT (-72.62663300000001 41.277675),41.277675,-72.626633
Whitney Rehabilitation Care Center,Nursing Facility,2798 Whitney Avenue,Hamden,,New Haven,CT,POINT (-72.897242 41.398068),41.398068,-72.897242
Bloomfield Health Care Center,Nursing Facility,355 Park Avenue,Bloomfield,,Hartford,CT,POINT (-72.713086 41.822502),41.822502,-72.713086
Waveny Care Center,Nursing Facility,3 Farm Road,New Canaan,,Fairfield,CT,POINT (-73.493667 41.128529),41.128529,-73.493667
"Regency Heights of Stamford, LLC",Nursing Facility,53 Courtland Avenue,Stamford,,Fairfield,CT,POINT (-73.514114 41.060582),41.060582,-73.514114
Laurel Ridge Health Care Center,Nursing Facility,642 Danbury Road,Ridgefield,,Fairfield,CT,POINT (-73.474874 41.32427),41.32427,-73.474874
"Gardner Heights Health Care Center, Inc.",Nursing Facility,172 Rocky Rest Road,Shelton,,Fairfield,CT,POINT (-73.095187 41.286437),41.286437,-73.095187
Sheriden Woods Health Care Center,Nursing Facility,321 Stonecrest Drive,Bristol,,Hartford,CT,POINT (-72.92134 41.681398),41.681398,-72.92134
"Westside Care Center, LLC",Nursing Facility,349 Bidwell Street,Manchester,,Hartford,CT,POINT (-72.544459 41.759532),41.759532,-72.544459
Avalon Health Care Center at StoneRidge,Nursing Facility,186 Jerry Browne Road,Mystic,,New London,CT,POINT (-71.949571 41.37512000000001),41.37512,-71.949571
Madison House,Nursing Facility,34 Wildwood Avenue,Madison,,New Haven,CT,POINT (-72.638357 41.287548),41.287548,-72.638357
RegalCare at Waterbury,Nursing Facility,177 Whitewood Road,Waterbury,,New Haven,CT,POINT (-73.081309 41.576911),41.576911,-73.081309
Mansfield Center for Nursing & Rehabilitation,Nursing Facility,100 Warren Circle,Storrs,,Tolland,CT,POINT (-72.253088 41.791899),41.791899,-72.253088
Apple Rehab Saybrook,Nursing Facility,1775 Boston Post Road,Old Saybrook,,Middlesex,CT,POINT (-72.420475 41.28446),41.28446,-72.420475
Apple Rehab Farmington Valley,Nursing Facility,269 Farmington Avenue,Plainville,,Hartford,CT,POINT (-72.852841 41.685968),41.685968,-72.852841
Village Green of Waterbury Rehabilitation and Health Center,Nursing Facility,128 Cedar Avenue,Waterbury,,New Haven,CT,POINT (-72.996781 41.549392),41.549392,-72.996781
JACC Healthcare of Windham DBA Vanderman Place,Nursing Facility,595 Valley Street,Willimantic,,Windham,CT,POINT (-72.229126 41.716836),41.716836,-72.229126
Litchfield Woods Health Care Center,Nursing Facility,255 Roberts Street,Torrington,,Litchfield,CT,POINT (-73.141224 41.808768),41.808768,-73.141224
Torrington Health and Rehabilitation Center,Nursing Facility,225 Wyoming Avenue,Torrington,,Litchfield,CT,POINT (-73.14210700000001 41.796128),41.796128,-73.142107
RegalCare at Torrington,Nursing Facility,80 Fern Drive,Torrington,,Litchfield,CT,POINT (-73.109 41.81049),41.81049,-73.109
Caleb Hitchcock Health Center at Duncaster,Nursing Facility,10 Loeffler Road,Bloomfield,,Hartford,CT,POINT (-72.758049 41.830329),41.830329,-72.758049
60 West,Nursing Facility,60 West Street,Rocky Hill,,Hartford,CT,POINT (-72.643245 41.65413000000001),41.65413,-72.643245
Lutheran Home of Southbury,Nursing Facility,990 Main Street North,Southbury,,New Haven,CT,POINT (-73.21103 41.504094),41.504094,-73.21103
St. Joseph's Center,Nursing Facility,6448 Main Street,Trumbull,,Fairfield,CT,POINT (-73.226931 41.27423),41.27423,-73.226931
Aaron Manor Nursing and Rehabilitation Center,Nursing Facility,3 South Wig Hill Road,Chester,,Middlesex,CT,POINT (-72.474826 41.400691),41.400691,-72.474826
Middlesex Health Care Center,Nursing Facility,100 Randolph Road,Middletown,,Middlesex,CT,POINT (-72.616498 41.534852),41.534852,-72.616498
Ingraham Manor,Nursing Facility,400 North Main Street,Bristol,,Hartford,CT,POINT (-72.947179 41.67921400000001),41.679214,-72.947179
Whitney Rehabilitation Care Center,Nursing Facility,2798 Whitney Avenue,Hamden,,New Haven,CT,POINT (-72.897242 41.398068),41.398068,-72.897242
"Notre Dame Convalescent Homes, Inc. (dba) Notre Dame Health and Rehab Center",Nursing Facility,76 West Rocks Road,Norwalk,,Fairfield,CT,POINT (-73.413866 41.133415),41.133415,-73.413866
Arden House,Nursing Facility,850 Mix Avenue,Hamden,,New Haven,CT,POINT (-72.920536 41.375964),41.375964,-72.920536
"Whitney Manor Convalescent Center, Inc.",Nursing Facility,2798 Whitney Avenue,Hamden,,New Haven,CT,POINT (-72.897242 41.398068),41.398068,-72.897242
"Westview Nursing Care & Rehabilitation Center, Inc.",Nursing Facility,150 Ware Road,Dayville,,Windham,CT,POINT (-71.872542 41.880358),41.880358,-71.872542
Cambridge Manor,Nursing Facility,2428 Easton Turnpike,Fairfield,,Fairfield,CT,POINT (-73.246284 41.211641),41.211641,-73.246284
Montowese Health & Rehabilitation Center,Nursing Facility,163 Quinnipiac Avenue,North Haven,,New Haven,CT,POINT (-72.863569 41.346922),41.346922,-72.863569
Yale Health In-Patient Care,Nursing Facility,55 Lock Street,New Haven,,New Haven,CT,POINT (-72.928332 41.31551),41.31551,-72.928332
Touchpoints at Farmington,Nursing Facility,20 Scott Swamp Road,Farmington,,Hartford,CT,POINT (-72.845561 41.704553),41.704553,-72.845561
Bloomfield Health Care Center,Nursing Facility,355 Park Avenue,Bloomfield,,Hartford,CT,POINT (-72.713086 41.822502),41.822502,-72.713086
Kindred Nursing and Rehabilitation - Crossings West,Nursing Facility,89 Viets Street,New London,,New London,CT,POINT (-72.110783 41.338427),41.338427,-72.110783
"Leeway, Inc.",Nursing Facility,40 Albert Street,New Haven,,New Haven,CT,POINT (-72.89634 41.326544),41.326544,-72.89634
Water's Edge Center for Health and Rehabilitation,Nursing Facility,111 Church Street,Middletown,,Middlesex,CT,POINT (-72.65167500000001 41.555227),41.555227,-72.651675
Avon Health Center,Nursing Facility,652 West Avon Road,Avon,,Hartford,CT,POINT (-72.861534 41.773418),41.773418,-72.861534
Green Springs Healthcare and Rehabilitation Center,Nursing Facility,51 Applegate Lane,East Hartford,,Hartford,CT,POINT (-72.60967 41.766425),41.766425,-72.60967
Whitney Center,Nursing Facility,200 Leeder Hill Drive,Hamden,,New Haven,CT,POINT (-72.920674 41.34892),41.34892,-72.920674
Ellis Manor,Nursing Facility,210 George Street,Hartford,,Hartford,CT,POINT (-72.678464 41.731611),41.731611,-72.678464
Shady Knoll Health Center,Nursing Facility,41 Skokorat Street,Seymour,,New Haven,CT,POINT (-73.055532 41.401644),41.401644,-73.055532
JACC Healthcare of Windham DBA Vanderman Place,Nursing Facility,595 Valley Street,Willimantic,,Windham,CT,POINT (-72.229126 41.716836),41.716836,-72.229126
Ridge Crest at Meadow Ridge,Nursing Facility,100 Redding Road,Redding,,Fairfield,CT,POINT (-73.425508 41.263538),41.263538,-73.425508
Groton Regency Center,Nursing Facility,1145 Poquonnock Road,Groton,,New London,CT,POINT (-72.043241 41.346698),41.346698,-72.043241
Farmington Rehab Center LLC/dba Amberwoods,Nursing Facility,416 Colt Highway,Farmington,,Hartford,CT,POINT (-72.801542 41.715385),41.715385,-72.801542
