Federal Provider Number,CT Credential Number,Level of Care,FACILITY NAME,FACILITY TELEPHONE,ADDRESS,TOWN,COUNTY,STATE,OWNERSHIP TYPE,MEDICARE CERTIFIED,MEDICAID CERTIFIED,Total Licensed Beds,Licensed CCNH Beds,Licensed CCNH Beds Occupied,Licensed RHNS Beds,Licensed RHNS Beds Occupied,CCNH Room Rate: PRIVATE (1 BED),CCNH Room Rate: SEMI-PRIVATE (2 BEDS),CCNH Room Rate: 3 - 4 BEDS,RHNS Room Rate: PRIVATE (1 BED),RHNS Room Rate: SEMI-PRIVATE (2 BEDS),RHNS Room Rate: 3 - 4 BEDS,Total number of patients,<18,18 - 24,25 - 34,35 - 44,45 - 54,55 - 64,65 - 74,75 - 84,85 - 94,95 and older,Unknown age,Male,Female,Unknown gender,Married,Never married,Widowed,Separated,Divorced,Unknown marital status,White,African American,Hispanic or Latino Origin,American Indian or Alaskan Native,Asian or Pacific Islander,Other or Unknown,Medicaid fee-for-service -- CT,Medicaid fee-for-service -- Out of state,Medicaid managed care -- Out of state,Medicaid pending -- CT,Medicaid pending -- Out of state,Medicare fee-for-service (traditional),Medicare managed care,Veterans administration,CCRC -- Life Care,Long-term care insurance --  CT Partnership for Long-Term Care,Long-Term care insurance -- Not CT Partnership,Private insurance (not long-term care),Private pay (no insurance),Unknown Payment Source,Reporting Year,New Georeferenced Column
,,CCNH,Sharon Health Care Center,(860) 364-1002,27 Hospital Hill Road,Sharon,LITCHFIELD,CT,For Profit,true,true,88,88,84,0,0,450,435,,,,,84,0,0,0,0,0,3,14,26,34,7,0,25,59,0,16,12,44,1,11,0,52,0,0,1,0,31,40,12,0,6,0,18,1,0,0,0,0,2,4,1,2014,POINT (-73.480208 41.879551)
,,CCNH,Wadsworth Glen Health Care Center,(860) 346-9299,30 Boston Road,Middletown,MIDDLESEX,CT,For Profit,true,true,102,102,100,0,0,532,514,502,,,,100,0,0,0,1,2,9,14,27,40,7,0,26,74,0,17,19,45,0,19,0,88,9,3,0,0,0,69,0,0,10,0,13,4,0,0,0,0,0,4,0,2017,POINT (-72.676519 41.554164)
,,CCNH,Avalon Health Center,(860) 572-5613,186 Jerry Browne Road,Mystic,NEW_LONDON,CT,For Profit,true,false,40,40,37,0,0,492,452,,,,,37,0,0,0,0,0,0,0,7,19,11,0,15,22,0,8,1,27,0,1,0,37,0,0,0,0,0,0,0,0,0,0,10,0,0,19,0,2,0,6,0,2017,POINT (-71.949571 41.37512000000001)
,,CCNH,"Colonial Health and Rehab Center of Plainfield, LLC",(860) 564-4081,16 Windsor Avenue,Plainfield,WINDHAM,CT,For Profit,true,true,90,90,82,0,0,370,350,,,,,82,0,0,0,0,0,5,12,20,38,7,0,15,67,0,14,8,50,0,10,0,80,1,1,0,0,0,58,0,0,4,0,12,0,0,0,0,0,0,8,0,2016,POINT (-71.918016 41.681773)
,,CCNH,Chesterfield's Health Care Center,(860) 526-5363,132 Main Street,Chester,MIDDLESEX,CT,For Profit,true,true,60,60,49,0,0,375,350,,,,,49,0,0,1,0,2,7,8,11,13,7,0,17,32,0,11,14,15,1,8,0,47,1,1,0,0,0,41,0,0,3,0,3,0,0,0,0,0,0,0,2,2015,POINT (-72.444292 41.402072000000004)
,,CCNH,Park Place Health Center,(860) 236-2901,5 Greenwood Street,Hartford,HARTFORD,CT,For Profit,true,true,150,150,140,0,0,410,365,,,,,140,0,0,1,1,14,22,45,33,20,4,0,71,69,0,59,32,29,2,18,0,33,32,71,1,3,0,113,0,0,5,0,5,8,6,0,0,0,0,2,1,2014,POINT (-72.709971 41.754837)
,,CCNH,RegalCare at West Haven,(203) 654-2100,310 Terrace Avenue,West Haven,NEW_HAVEN,CT,For Profit,true,true,98,98,91,0,0,422,380,,,,,91,0,0,0,0,1,17,27,15,26,5,0,39,52,0,17,20,35,0,19,0,64,24,3,0,0,0,69,0,0,4,0,16,1,0,0,0,0,0,1,0,2016,POINT (-72.969025 41.283035)
,,CCNH,Shady Knoll Health Center,(203) 881-2555,41 Skokorat Street,Seymour,NEW_HAVEN,CT,For Profit,true,true,128,128,120,0,0,481,471,,,,,120,0,0,0,0,1,7,9,29,56,18,0,23,97,0,21,18,69,0,12,0,117,1,2,0,0,0,87,0,0,2,0,9,5,0,0,1,0,0,16,0,2015,POINT (-73.055532 41.401644)
75228,2199C,CCNH,Arden House,(203) 281-3500,850 Mix Avenue,Hamden,NEW_HAVEN,CT,For Profit,true,true,360,360,250,0,0,605,478,,,,,250,0,0,0,2,12,42,56,74,46,18,0,98,152,0,34,74,71,3,68,0,129,96,23,0,2,0,229,0,0,10,0,0,1,0,0,0,5,0,5,0,2019,POINT (-72.920536 41.375964)
,,CCNH,Advanced Nursing and Rehabilitation Center of New Haven,(203) 789-1650,169 Davenport Avenue,New Haven,NEW_HAVEN,CT,For Profit,true,true,226,226,188,0,0,355,320,,,,,188,0,0,1,11,8,40,58,42,26,2,0,69,119,0,16,91,48,0,33,0,76,90,21,0,1,0,164,0,0,6,0,13,0,0,0,0,0,0,2,3,2013,POINT (-72.93908900000001 41.302291)
,,CCNH,Cheshire Regional Rehab Center,(203) 272-7285,745 Highland Avenue,Cheshire,NEW_HAVEN,CT,For Profit,true,true,120,120,99,0,0,494,434,,,,,99,0,0,0,0,9,9,20,16,37,8,0,45,54,0,17,24,45,2,11,0,76,6,2,0,0,15,76,0,0,4,0,8,2,0,0,0,0,0,9,0,2016,POINT (-72.897694 41.518026)
,,CCNH,Portland  Care and Rehabilitation Centre,(860) 342-0370,333 Main Street,Portland,MIDDLESEX,CT,For Profit,true,true,65,65,60,0,0,396,376,,,,,60,0,0,0,0,0,0,4,8,34,14,0,13,47,0,6,5,47,0,2,0,58,0,1,0,1,0,34,0,0,0,0,6,3,0,0,0,0,0,17,0,2016,POINT (-72.636328 41.578561)
,,CCNH,Riverside Health and Rehabilitation Center,(860) 289-2791,745 Main Street,East Hartford,HARTFORD,CT,For Profit,true,true,345,345,323,0,0,420,400,,,,,323,0,1,1,9,21,43,72,77,85,14,0,132,191,0,69,94,95,0,65,0,198,60,57,1,4,3,241,0,0,20,0,26,25,0,0,0,0,0,11,0,2013,POINT (-72.64546 41.766505)
,,CCNH,Water's Edge Center for Health and Rehabilitation,(860) 347-7286,111 Church Street,Middletown,MIDDLESEX,CT,For Profit,true,true,150,150,135,0,0,500,485,,,,,135,0,0,0,1,5,26,36,25,35,7,0,48,87,0,24,30,48,3,30,0,115,10,3,0,0,7,96,0,0,7,0,13,12,0,0,0,0,3,4,0,2018,POINT (-72.65167500000001 41.555227)
,,CCNH,Water's Edge Center for Health and Rehabilitation,(860) 347-7286,111 Church Street,Middletown,MIDDLESEX,CT,For Profit,true,true,150,150,144,0,0,450,433,,,,,144,0,0,1,2,6,19,28,40,41,7,0,48,96,0,19,37,60,1,25,2,122,14,6,0,1,1,99,0,0,12,0,9,7,0,0,0,0,0,6,11,2013,POINT (-72.65167500000001 41.555227)
,,CCNH,Watertown Convalarium,(860) 274-6748,560 Woodbury Road,Watertown,LITCHFIELD,CT,For Profit,true,true,46,46,40,0,0,390,370,,,,,40,0,0,0,0,0,1,4,6,21,8,0,10,30,0,10,1,23,1,5,0,40,0,0,0,0,0,32,0,0,2,0,2,0,0,0,0,0,0,4,0,2018,POINT (-73.138173 41.60198)
,,CCNH/RHNS,Crestfield Rehabilitation Center and Fenwood Manor,(860) 643-5151,565 Vernon Street,Manchester,HARTFORD,CT,For Profit,true,true,155,95,78,60,23,405,350,,380,320,,101,0,0,0,2,4,8,13,30,40,4,0,30,71,0,18,9,65,0,9,0,94,3,2,0,0,2,64,0,0,6,0,5,7,0,0,0,0,3,16,0,2018,POINT (-72.490893 41.803114)
,,CCNH,Masonicare Health Center,(203) 679-5900,22 Masonic Avenue,Wallingford,NEW_HAVEN,CT,Non-profit,true,true,366,366,346,0,0,538,483,445,,,,346,0,0,0,0,0,6,35,92,159,54,0,91,255,0,56,25,218,0,47,0,335,6,3,0,1,1,219,0,0,5,0,37,14,0,0,0,0,0,71,0,2018,POINT (-72.836586 41.460698)
75378,2093C,CCNH,"LiveWell (formerly Alzheimer's Resource Center of Connecticut, Inc.)",(860) 628-9000,1261 South Main Street,Plantsville,HARTFORD,CT,Non-profit,true,true,120,120,114,0,0,,575,,,,,114,0,0,0,0,1,6,10,38,52,7,0,31,83,0,33,8,57,0,16,0,111,1,1,1,0,0,69,0,0,1,0,0,2,0,0,3,6,0,33,0,2019,POINT (-72.89584700000002 41.57315800000001)
,,CCNH/RHNS,Litchfield Woods Health Care Center,(860) 489-5801,255 Roberts Street,Torrington,LITCHFIELD,CT,For Profit,true,true,160,130,121,30,30,542,507,,517,497,,151,0,1,1,0,1,13,16,35,62,22,0,35,116,0,20,17,99,1,14,0,145,3,2,0,0,1,100,0,0,10,0,28,6,0,0,0,0,4,3,0,2016,POINT (-73.141224 41.808768)
75288,258C,CCNH,Fairview,(860) 445-7478,235 Lestertown Road,Groton,NEW_LONDON,CT,Non-profit,true,true,120,120,107,0,0,395,353,,,,,107,0,0,0,0,0,8,10,30,49,10,0,24,83,0,26,4,55,0,22,0,99,4,3,0,1,0,54,0,0,6,0,12,5,0,0,0,0,0,30,0,2019,POINT (-72.083057 41.372077)
,,CCNH,"Westside Care Center, LLC",(860) 647-9191,349 Bidwell Street,Manchester,HARTFORD,CT,For Profit,true,true,162,162,157,0,0,484,467,439,,,,157,0,0,2,4,21,32,52,29,14,3,0,88,69,0,32,71,23,4,27,0,112,19,19,0,0,7,150,0,0,3,0,1,2,0,0,0,0,0,1,0,2018,POINT (-72.544459 41.759532)
,,CCNH,"St. Joseph's Living Center, Inc.",(860) 456-1107,14 Club Road,Windham,WINDHAM,CT,Non-profit,true,true,120,120,110,0,0,445,415,,,,,110,0,0,0,0,0,1,11,28,44,26,0,22,88,0,18,27,51,0,14,0,107,1,1,0,1,0,76,0,0,4,0,11,4,0,0,0,2,1,12,0,2017,POINT (-72.187138 41.715224)
,,CCNH,"Paradigm Healthcare Center of New Haven, LLC",(203) 907-3550,181 Clifton Street,New Haven,NEW_HAVEN,CT,For Profit,true,true,150,150,141,0,0,382,382,311,,,,141,0,0,0,2,18,48,32,26,15,0,0,76,65,0,9,77,19,8,28,0,71,48,16,1,0,5,130,0,0,1,0,2,2,0,0,0,0,0,1,5,2014,POINT (-72.878853 41.309366)
,,CCNH,Davis Place,(860) 774-9540,111 Westcott Road,Danielson,WINDHAM,CT,For Profit,true,true,190,190,174,0,0,357,336,,,,,174,0,0,0,0,9,20,42,44,54,5,0,70,104,0,32,34,80,12,16,0,164,2,5,1,0,2,132,0,0,4,0,16,13,0,0,0,0,0,8,1,2016,POINT (-71.873842 41.809353)
,,CCNH,Fox Hill Center,(860) 875-0771,1253 Hartford Turnpike,Rockville,TOLLAND,CT,For Profit,true,true,150,150,115,0,0,390,355,335,,,,115,0,0,0,0,5,8,14,25,52,11,0,37,78,0,26,14,62,1,12,0,113,2,0,0,0,0,68,0,0,5,0,17,5,0,0,0,0,5,15,0,2014,POINT (-72.434371 41.858421)
,,CCNH,"Alzheimer's Resource Center of Connecticut, Inc.",(860) 628-9000,1261 South Main Street,Plantsville,HARTFORD,CT,Non-profit,true,true,120,120,119,0,0,,470,,,,,119,0,0,0,0,0,3,10,43,56,7,0,38,81,0,31,6,70,0,12,0,115,0,3,1,0,0,73,0,0,6,0,0,0,0,0,1,6,0,33,0,2013,POINT (-72.89584700000002 41.57315800000001)
,,CCNH,Greenwich Woods Rehabilitation,(203) 531-1335,1165 King Street,Greenwich,FAIRFIELD,CT,For Profit,true,true,217,217,196,0,0,513,492,,,,,196,0,0,1,0,4,12,20,47,91,21,0,63,133,0,38,30,102,2,24,0,179,9,6,0,2,0,123,0,0,9,0,41,9,0,0,0,0,2,12,0,2016,POINT (-73.694388 41.05959200000001)
,,CCNH,Jerome Home,(860) 229-3707,975 Corbin Avenue,New Britain,HARTFORD,CT,Non-profit,true,true,94,94,89,0,0,453,439,,,,,89,0,0,0,0,0,2,5,12,59,11,0,16,73,0,6,3,78,0,2,0,83,0,4,0,2,0,42,0,0,2,0,6,3,0,0,0,0,0,36,0,2014,POINT (-72.80429 41.662211)
,,CCNH,Jewish Home for the Elderly,(203) 365-6400,175 Jefferson Street,Fairfield,FAIRFIELD,CT,Non-profit,true,true,360,360,352,0,0,465,445,,,,,352,0,0,0,0,0,3,21,81,198,49,0,94,258,0,72,38,204,0,38,0,338,7,7,0,0,0,235,0,0,12,0,28,10,0,0,0,0,0,67,0,2013,POINT (-73.245612 41.223328)
,,CCNH,Alexandria Manor,(860) 242-0703,55 Tunix Avenue,Bloomfield,HARTFORD,CT,For Profit,true,true,120,120,113,0,0,390,370,,,,,113,0,0,1,0,8,5,21,31,38,9,0,39,74,0,13,31,47,0,22,0,30,73,7,1,1,1,87,0,0,6,0,9,7,0,0,1,0,0,3,0,2013,POINT (-72.739442 41.836881)
75352,1023C,CCNH/RHNS,"Connecticut Baptist Homes, Inc.",(203) 237-1206,292 Thorpe Avenue,Meriden,NEW_HAVEN,CT,Non-profit,true,true,60,30,27,30,28,459,415,,405,375,,55,0,0,0,0,0,0,2,12,32,9,0,8,47,0,6,2,41,0,6,0,54,0,1,0,0,0,39,0,0,3,0,1,0,0,0,0,0,0,12,0,2019,POINT (-72.75518000000001 41.515835)
,,CCNH/RHNS,Litchfield Woods Health Care Center,(860) 489-5801,255 Roberts Street,Torrington,LITCHFIELD,CT,For Profit,true,true,160,130,128,30,28,592,557,,567,547,,156,0,0,0,1,5,12,24,42,50,22,0,46,110,0,41,18,73,20,4,0,154,1,1,0,0,0,96,0,0,20,0,16,7,0,0,0,0,4,13,0,2018,POINT (-73.141224 41.808768)
,,CCNH,Touchpoints at Farmington,(860) 677-7707,20 Scott Swamp Road,Farmington,HARTFORD,CT,For Profit,true,true,105,105,89,0,0,,470,446,,,,89,0,0,0,1,2,8,15,27,27,9,0,31,58,0,22,16,35,0,16,0,73,9,7,0,0,0,64,0,0,5,0,11,3,0,0,0,0,0,6,0,2018,POINT (-72.845561 41.704553)
,,CCNH,"Marlborough Health Center, Inc.",(860) 295-9531,85 Stage Harbor Road,Marlborough,HARTFORD,CT,For Profit,true,true,120,120,90,0,0,460,400,375,,,,90,0,0,0,0,5,12,18,24,19,12,0,22,68,0,11,7,62,0,10,0,83,5,2,0,0,0,62,0,0,10,0,6,2,0,0,0,0,0,5,5,2013,POINT (-72.476829 41.652591)
,,CCNH,Apple Rehab Guilford,(203) 453-3725,10 Boston Post Road,Guilford,NEW_HAVEN,CT,For Profit,true,true,90,90,77,0,0,453,416,,,,,77,0,0,0,0,4,1,12,17,35,8,0,20,57,0,22,16,28,1,10,0,76,0,1,0,0,0,47,0,0,5,0,6,4,0,0,0,0,0,15,0,2016,POINT (-72.64783 41.285595)
75321,2039C,CCNH,"St. Joseph's Living Center, Inc.",(860) 456-1107,14 Club Road,Windham,WINDHAM,CT,Non-profit,true,true,120,120,111,0,0,445,415,,,,,111,0,0,0,0,0,3,13,26,54,15,0,17,94,0,16,40,42,0,13,0,106,1,4,0,0,0,76,0,0,5,0,10,6,0,0,0,1,1,12,0,2019,POINT (-72.187138 41.715224)
,,CCNH,Western Rehabilitation Care Center,(203) 792-8102,107 Osborne Street,Danbury,FAIRFIELD,CT,For Profit,true,true,150,150,140,0,0,531.48,477.53,,,,,140,0,1,3,2,7,28,26,38,31,4,0,66,74,0,11,93,15,1,20,0,114,6,15,0,5,0,117,0,0,9,0,8,2,0,0,0,0,0,4,0,2018,POINT (-73.442173 41.403689)
,,CCNH,"Paradigm Healthcare Center of New Haven, LLC",(203) 907-3550,181 Clifton Street,New Haven,NEW_HAVEN,CT,For Profit,true,true,150,150,146,0,0,382,328,311,,,,146,0,0,0,4,17,38,38,28,17,4,0,76,70,0,20,74,23,6,23,0,71,54,15,1,0,5,128,0,0,3,0,10,3,0,0,0,0,0,1,1,2013,POINT (-72.878853 41.309366)
,,CCNH,Ludlowe Center for Health and Rehabilitation,(203) 372-4501,118 Jefferson Street,Fairfield,FAIRFIELD,CT,For Profit,true,true,144,144,135,0,0,495,475,,,,,135,0,0,0,0,1,11,23,33,52,15,0,36,99,0,35,20,64,0,16,0,94,26,14,0,1,0,90,0,0,2,0,21,4,0,0,0,0,5,7,6,2015,POINT (-73.24397 41.223753)
,,CCNH,Manchester Manor Health Care Center,(860) 646-0129,385 West Center Street,Manchester,HARTFORD,CT,For Profit,true,true,126,126,111,0,0,460,430,,,,,111,0,0,0,0,0,1,13,33,37,27,0,28,83,0,18,9,72,0,12,0,106,1,2,0,1,1,67,0,0,4,0,12,6,0,0,0,0,0,22,0,2018,POINT (-72.552621 41.769734)
,,CCNH,Avalon Health Center,(860) 572-5613,186 Jerry Browne Road,Mystic,NEW_LONDON,CT,For Profit,true,false,40,40,36,0,0,453,418,,,,,36,0,0,0,0,0,0,2,8,22,4,0,9,27,0,10,1,22,0,3,0,36,0,0,0,0,0,0,0,0,0,0,10,2,0,18,0,0,0,6,0,2015,POINT (-71.949571 41.37512000000001)
,,CCNH,Pilgrim Manor Care Center,(860) 635-5511,52 Missionary Road,Cromwell,MIDDLESEX,CT,Non-profit,true,true,60,60,43,0,0,595,509,,,,,43,0,0,0,0,0,0,2,7,19,15,0,11,32,0,11,8,22,0,2,0,43,0,0,0,0,0,22,0,0,3,0,0,1,0,0,0,0,0,17,0,2018,POINT (-72.660908 41.600427)
,,CCNH,Harbor Village North,(860) 447-1416,78 Viets Street,New London,NEW_LONDON,CT,For Profit,true,true,128,128,94,0,0,436,425,399,,,,94,0,0,1,2,4,17,30,40,0,0,0,41,53,0,6,22,23,1,42,0,75,11,5,1,1,1,84,0,0,1,0,5,0,0,0,0,0,1,2,1,2016,POINT (-72.11074 41.338131)
,,CCNH,RegalCare at Prospect,(203) 707-5900,25 Royal Crest Drive,Prospect,NEW_HAVEN,CT,For Profit,true,true,120,120,108,0,0,,344,344,,,,108,0,0,0,0,4,14,8,33,36,13,0,23,85,0,14,15,66,0,13,0,102,3,3,0,0,0,92,0,0,4,0,7,1,0,0,1,0,0,3,0,2015,POINT (-72.972096 41.513545)
,,CCNH,Cheshire House Health Care Facility & Rehabilitation,(203) 754-2161,3396 East Main Street,Waterbury,NEW_HAVEN,CT,For Profit,true,true,75,75,73,0,0,380,350,,,,,73,0,0,0,0,0,5,2,20,34,12,0,12,61,0,14,11,39,1,8,0,69,2,1,0,1,0,35,0,0,3,0,11,13,0,0,0,2,0,9,0,2014,POINT (-72.977713 41.544185)
,,CCNH,Sheriden Woods Health Care Center,(860) 583-1827,321 Stonecrest Drive,Bristol,HARTFORD,CT,For Profit,true,true,146,146,136,0,0,446,432,427,,,,136,0,0,0,1,1,6,18,41,56,13,0,44,92,0,39,14,66,1,16,0,134,1,1,0,0,0,93,0,0,14,0,18,4,0,0,0,0,0,7,0,2013,POINT (-72.92134 41.681398)
,,CCNH,Grimes  Center - Yale New Haven Health,(203) 867-8300,1354 Chapel Street,New Haven,NEW_HAVEN,CT,Non-profit,true,true,114,114,100,0,0,500,470,,,,,100,0,0,0,2,8,17,32,18,20,3,0,34,66,0,34,26,26,0,14,0,65,17,17,0,0,1,60,0,0,3,0,20,6,0,0,0,0,5,5,1,2014,POINT (-72.940276 41.310389)
,,CCNH,Pomperaug Woods Health Center,(203) 262-6555,80 Heritage Road,Southbury,NEW_HAVEN,CT,Non-profit,true,false,37,37,35,0,0,491,431,,,,,35,0,0,0,0,0,0,0,2,21,12,0,10,25,0,3,3,28,0,1,0,35,0,0,0,0,0,0,0,0,0,0,8,0,0,26,0,0,0,1,0,2015,POINT (-73.217482 41.482196)
,,CCNH,Paradigm Healthcare Center of Waterbury,(203) 707-5800,177 Whitewood Road,Waterbury,NEW_HAVEN,CT,For Profit,true,true,120,120,113,0,0,376,353,335,,,,113,0,1,0,1,8,24,25,27,22,5,0,49,64,0,18,45,35,0,15,0,87,12,12,0,0,2,86,0,0,5,0,11,4,0,0,0,0,2,2,3,2013,POINT (-73.081309 41.576911)
75060,2453,CCNH,Salmon Brook Rehab and Nursing,(860) 633-5244,72 Slamon Brook Drive,Glastonbury,HARTFORD,CT,For Profit,true,true,126,126,96,0,0,490,460,,,,,96,0,0,0,0,2,9,15,32,32,6,0,34,62,0,26,12,38,5,15,0,88,4,3,0,1,0,58,0,0,7,0,18,11,0,0,0,0,0,2,0,2019,POINT (-72.603458 41.716521)
,,CCNH,Bickford Health Care Center,(860) 623-4351,14 Main Street,Windsor Locks,HARTFORD,CT,Non-profit,true,true,48,48,42,0,0,356,345,,,,,42,0,0,0,0,0,0,2,13,23,4,0,11,31,0,8,6,28,0,0,0,42,0,0,0,0,0,24,0,0,1,0,7,1,0,0,0,0,0,6,3,2014,POINT (-72.627281 41.926759)
,,CCNH,Rose Garden Health & Rehabilitation Center,(203) 754-4181,3584 East Main Street,Waterbury,NEW_HAVEN,CT,For Profit,true,true,82,82,64,0,0,305,295,275,,,,64,0,1,3,0,6,24,12,14,4,0,0,33,31,0,5,13,29,0,17,0,38,16,10,0,0,0,56,0,0,0,0,5,0,0,0,0,0,0,0,3,2015,POINT (-72.968432 41.542733)
,,CCNH,St. Camillus Center,(203) 325-0200,494 Elm Street,Stamford,FAIRFIELD,CT,For Profit,true,true,124,124,98,0,0,547,492,,,,,98,0,0,1,0,5,14,18,26,30,4,0,39,59,0,18,23,21,2,10,24,45,27,15,0,1,10,84,0,0,8,0,3,0,0,0,0,0,1,2,0,2018,POINT (-73.526723 41.049972)
,,CCNH/RHNS,Apple Rehab West Haven,(203) 932-6411,308 Savin Avenue,West Haven,NEW_HAVEN,CT,For Profit,true,true,90,89,81,1,1,430,399,,430,399,,82,0,0,0,0,1,8,10,22,35,6,0,21,61,0,8,16,51,0,7,0,68,8,6,0,0,0,52,0,0,4,0,11,3,0,0,0,0,0,3,9,2015,POINT (-72.950838 41.260554)
,,CCNH,Edgehill Health Center,(203) 323-2323,122 Palmers Hill Road,Stamford,FAIRFIELD,CT,Non-profit,true,false,60,60,52,0,0,550,515,,,,,52,0,0,0,0,0,0,3,10,20,19,0,11,41,0,16,2,33,0,1,0,51,0,0,0,1,0,0,0,0,0,0,33,1,0,11,0,0,0,7,0,2013,POINT (-73.565584 41.059385)
,,CCNH,Summit at Plantsville,(860) 628-0364,261 Summit Street,Plantsville,HARTFORD,CT,For Profit,true,true,150,150,148,0,0,430,408,,,,,148,0,0,0,0,4,11,13,30,72,18,0,40,108,0,33,15,78,0,22,0,144,4,0,0,0,0,111,0,0,4,0,17,6,3,0,0,0,1,6,0,2013,POINT (-72.89307 41.591965)
75158,2440,CCNH,New London Sub-Acute and Nursing,(860) 442-0471,88 Clark Lane,Waterford,NEW_LONDON,CT,For Profit,true,true,120,120,100,0,0,435,385,,,,,100,0,0,0,0,2,11,33,27,21,6,0,37,63,0,15,24,36,3,22,0,83,6,8,0,3,0,66,0,0,10,0,12,2,0,0,0,0,0,10,0,2019,POINT (-72.127527 41.34864)
,,CCNH,Bradley Home Infirmary/Pavilion,(203) 235-5716,320 Colony Street,Meriden,NEW_HAVEN,CT,Non-profit,true,true,30,30,25,0,0,344.5,344.5,,,,,25,0,0,0,0,0,0,0,3,17,5,0,3,22,0,1,2,17,0,5,0,25,0,0,0,0,0,20,0,0,2,0,0,0,0,0,0,0,0,3,0,2014,POINT (-72.795609 41.545942)
,,CCNH,Apple Rehab Coccomo,(203) 238-1606,33 Cone Avenue,Meriden,NEW_HAVEN,CT,For Profit,true,true,100,100,76,0,0,434,387,,,,,76,0,0,0,0,1,4,9,16,36,10,0,17,59,0,13,6,46,1,10,0,66,1,9,0,0,0,62,0,0,2,0,3,5,0,0,0,0,0,4,0,2013,POINT (-72.752952 41.524968)
,,CCNH,Arden House,(203) 281-3500,850 Mix Avenue,Hamden,NEW_HAVEN,CT,For Profit,true,true,360,360,258,0,0,473,420,,,,,258,0,0,0,2,7,26,56,69,78,20,0,90,168,0,46,63,104,1,44,0,140,86,28,0,4,0,221,0,0,7,0,10,8,0,0,0,0,0,12,0,2017,POINT (-72.920536 41.375964)
,,CCNH,RegalCare at Torrington,(860) 294-7300,80 Fern Drive,Torrington,LITCHFIELD,CT,For Profit,true,true,75,75,66,0,0,450,439,,,,,66,0,0,1,1,5,8,20,14,13,4,0,29,37,0,10,26,24,0,6,0,61,2,3,0,0,0,52,0,0,3,0,5,1,0,0,0,0,1,4,0,2016,POINT (-73.109 41.81049)
,,CCNH,Cambridge Health and Rehabilitation Center,(203) 372-0313,2428 Easton Turnpike,Fairfield,FAIRFIELD,CT,For Profit,true,true,160,160,152,0,0,489,465,,,,,152,0,0,0,0,1,6,14,37,75,19,0,39,113,0,25,28,78,0,21,0,140,10,1,0,1,0,92,0,0,15,0,16,12,0,0,0,0,0,12,5,2014,POINT (-73.246284 41.211641)
,,CCNH,Whitney Rehabilitation Care Center,(203) 288-6230,2798 Whitney Avenue,Hamden,NEW_HAVEN,CT,For Profit,true,true,150,150,137,0,0,445,420,,,,,137,0,0,0,0,0,1,13,22,79,22,0,34,103,0,23,20,78,1,15,0,113,17,5,0,2,0,95,0,0,7,0,13,8,0,0,0,0,0,14,0,2016,POINT (-72.897242 41.398068)
,,CCNH,60 West,(860) 529-0880,60 West Street,Rocky Hill,Hartford,CT,For Profit,false,true,95,95,52,0,0,604,578,551,,,,52,0,0,1,0,19,15,10,6,1,0,0,47,5,0,6,27,1,1,17,0,26,18,8,0,0,0,49,0,0,0,0,0,0,0,0,0,0,2,1,0,2014,POINT (-72.643245 41.65413000000001)
,,CCNH,Wolcott View Manor,(203) 879-8066,50 Beach Road,Wolcott,NEW_HAVEN,CT,For Profit,true,true,129,129,120,0,0,296,266,,,,,120,0,0,2,1,2,6,13,42,42,12,0,35,85,0,26,10,74,1,9,0,108,6,3,1,2,0,85,0,0,5,0,13,0,0,0,0,0,6,11,0,2013,POINT (-72.989834 41.605219000000005)
75382,2433,CCNH,Prospect ECHN ElderCare Serv. dba Woodlake at Tolland,(860) 896-3289,26 Shenipsit Lake Road,Tolland,TOLLAND,CT,For Profit,true,true,130,130,126,0,0,475,439,,,,,126,0,0,0,0,1,9,15,36,54,11,0,33,93,0,30,18,58,4,16,0,118,1,0,0,0,7,84,0,0,7,0,14,8,0,0,0,0,3,10,0,2019,POINT (-72.414389 41.871808)
,,CCNH,Edgehill,(203) 595-2400,122 Palmers Hill Road,Stamford,FAIRFIELD,CT,For Profit,true,false,60,60,39,0,0,595,550,,,,,39,0,0,0,0,0,1,4,14,16,4,0,13,26,0,14,1,24,0,0,0,39,0,0,0,0,0,0,0,0,0,0,17,3,0,12,0,0,0,6,1,2015,POINT (-73.565584 41.059385)
,,CCNH,Sharon Health Care Center,(860) 364-1002,27 Hospital Hill Road,Sharon,LITCHFIELD,CT,For Profit,true,true,88,88,80,0,0,505,495,,,,,80,0,0,0,0,3,12,18,16,25,6,0,33,47,0,16,17,30,2,15,0,72,7,0,0,1,0,55,7,0,6,0,3,0,0,0,0,0,2,7,0,2017,POINT (-73.480208 41.879551)
,,CCNH,The Guilford House,(203) 488-9142,109 West Lake Avenue,Guilford,NEW_HAVEN,CT,For Profit,true,true,75,75,67,0,0,420,395,,,,,67,0,0,0,0,1,1,7,22,30,6,0,19,48,0,18,9,30,0,10,0,66,0,0,0,1,0,26,0,0,0,0,29,8,0,0,0,0,0,4,0,2013,POINT (-72.725116 41.311477)
,,CCNH,Chesterfield's Health Care Center,(860) 526-5363,132 Main Street,Chester,MIDDLESEX,CT,For Profit,true,true,60,60,50,0,0,407,376,,,,,50,0,1,0,0,1,4,5,15,18,6,0,16,34,0,9,11,21,0,9,0,49,1,0,0,0,0,40,0,0,3,0,2,1,0,0,0,0,0,4,0,2013,POINT (-72.444292 41.402072000000004)
