FACID,FACILITY_TYPE,LIC#,LICENSED_NAME,ALPHA_NAME,ADDRESS,FAC_ADDR_2,FAC_CITY,FAC_ST,ZIP,CSZ,COUNTY,TELEPHONE,FAXPHONE,FACEMAIL,LIC_EXPIRES,LICENSED_OWNER,OWNADDR,owncsz,OwnDesc,ADMIN,TITLE,RunDate,HospBedTotal
NJ22608,HOSPICE CARE PROGRAM,22608,VHS HOSPICE SERVICES OF NEW JERSEY,VHS HOSPICE SERVICES OF NEW JERSEY,783 RIVERVIEW DRIVE, ,TOTOWA,NJ,07512,"TOTOWA, NJ  07512",PASSAIC,(973) 256-4636,(973) 256-6778,angela.barody@hackensackmeridian.org,1/31/2021,"VHSNJ AT HOME, LLC",1340 CAMPUS PARKWAY,"NEPTUNE, NJ  07753",Profit - LLC,. ELLEN COUGHLIN,,6/17/2020,
NJ23129,END STAGE RENAL DIALYSIS,23129,VINELAND DIALYSIS,VINELAND DIALYSIS,"1318 SOUTH MAIN ROAD, SUITE 3B", ,VINELAND,NJ,08360,"VINELAND, NJ  08360",CUMBERLAND,(856) 691-0875,(856) 692-1615,torshika.gaye@davita.com,1/31/2021,"SPRAGUE DIALYSIS, LLC",2000 16TH STREET,"DENVER, CO  80202",Profit - LLC,Mr. ANDREW LLERAS,,6/17/2020,
NJ10302,GENERAL ACUTE CARE HOSPITAL,10302,VIRTUA - WEST JERSEY HOSPITAL MARLTON,VIRTUA WEST JERSEY HOSPITAL MARLTON,90 BRICK ROAD, ,MARLTON,NJ,08053,"MARLTON, NJ  08053",BURLINGTON,(856) 355-6200,(856) 355-6201,,4/30/2021,VIRTUA WEST JERSEY HEALTH SYSTEM,303 LIPPINCOTT DRIVE,"MARLTON, NJ  08053",Non-Profit - Hospital,Mr. DENNIS PULLIN,,6/17/2020,198
NJ310022,GENERAL ACUTE CARE HOSPITAL,10405,VIRTUA - WEST JERSEY HOSPITAL VOORHEES,VIRTUA WEST JERSEY HOSPITALS VOORHEES,100 BOWMAN DRIVE, ,VOORHEES,NJ,08043,"VOORHEES, NJ  08043",CAMDEN,(856) 247-3000,(856) 247-3219,pminnick@virtua.org,4/30/2021,VIRTUA WEST JERSEY HEALTH SYSTEM,303 LIPPINCOTT DRIVE,"MARLTON, NJ  08053",Non-Profit - Hospital,Mr. DENNIS PULLIN,,6/17/2020,402
NJ1021,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1021,VIRTUA CAMDEN HEALTH AND WELLNESS CENTER,VIRTUA CAMDEN HEALTH AND WELLNESS CENTER,1000 ATLANTIC AVENUE, ,CAMDEN,NJ,08104,"CAMDEN, NJ  08104",CAMDEN,(856) 246-3598,(856) 246-3549,dmoran@virtua.org,4/30/2021,VIRTUA WEST JERSEY HEALTH SYSTEM,303 LIPPINCOTT DRIVE,"MARLTON, NJ  08053",Non-Profit - Hospital,Mr. PAUL MINNICK,,6/17/2020,
NJ1304,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1304,VIRTUA CARDIAC TESTING CENTER,VIRTUA CARDIAC TESTING CENTER,730 NORTH BROAD STREET, ,WOODBURY,NJ,08096,"WOODBURY, NJ  08096",GLOUCESTER,(856) 251-2340,(856) 580-6336,mnessel@virtua.org,8/31/2020,"VIRTUA OUR LADY OF LOURDES HOSPITAL, INC",1600 HADDON AVENUE,"CAMDEN, NJ  ",,Ms. COLLEEN WAHL,,6/17/2020,
NJ1322,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1322,VIRTUA CARDIACTESTING CENTER,VIRTUA CARDIAC TESTING CENTER,1105 LAUREL OAK ROAD, ,VOORHEES,NJ,08043,"VOORHEES, NJ  08043",CAMDEN,(856) 424-3600,(856) 424-7154,mnessel@vitua.org,8/31/2020,"VIRTUA OUR LADY OF LOURDES HOSPITAL, INC",1600 HADDON AVENUE,"CAMDEN, NJ  ",,Ms. COLLEEN WAHL,,6/17/2020,
NJ1323,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1323,VIRTUA CARDIACTESTING CENTER,VIRTUA CARDIAC TESTING CENTER,539 EGG HARBOR ROAD, ,SEWELL,NJ,08080,"SEWELL, NJ  08080",GLOUCESTER,(856) 589-0300,(856) 589-1753,collen.wahl@lmanet.com,8/31/2020,"VIRTUA OUR LADY OF LOURDES HOSPITAL, INC",1600 HADDON AVENUE,"CAMDEN, NJ  ",,Ms. COLLEEN WAHL,,6/17/2020,
NJ1370,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1370,VIRTUA CARDIACTESTING CENTER,VIRTUA CARDIAC TESTING CENTER,"728 MARNE HIGHWAY, SUITE 100A", ,MOORESTOWN,NJ,08057,"MOORESTOWN, NJ  08057",BURLINGTON,(856) 796-9254,(856) 547-5570,collen.wahl@lmanet.com,8/31/2020,"VIRTUA OUR LADY OF LOURDES HOSPITAL, INC",1600 HADDON AVENUE,"CAMDEN, NJ  ",,Ms. COLLEEN WAHL,,6/17/2020,
NJ1303,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1303,VIRTUA CARDIACTESTING CENTER,VIRTUA CARDIAC TESTING CENTER,2 SIDONI LANE, ,HAMMONTON,NJ,08037,"HAMMONTON, NJ  08037",ATLANTIC,(856) 580-6330,(856) 580-6336,collen.wahl@lmanet.com,8/31/2020,"VIRTUA OUR LADY OF LOURDES HOSPITAL, INC",1600 HADDON AVENUE,"CAMDEN, NJ  ",,Ms. COLLEEN WAHL,,6/17/2020,
NJ1429,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1429,VIRTUA EMERGENCY CENTER BERLIN,VIRTUA EMERGENCY CENTER BERLIN,100 TOWNSEND AVENUE, ,BERLIN,NJ,08009,"BERLIN, NJ  08009",CAMDEN,(856) 247-2001,(856) 247-3219,peminnick@virtua.org,4/30/2021,VIRTUA WEST JERSEY HEALTH SYSTEM,303 LIPPINCOTT DRIVE,"MARLTON, NJ  08053",,Mr. PAUL MINNICK,,6/17/2020,
NJ1022,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1022,VIRTUA EMERGENCY CENTER CAMDEN,VIRTUA EMERGENCY CENTER CAMDEN,1000 ATLANTIC AVENUE, ,CAMDEN,NJ,08104,"CAMDEN, NJ  08104",CAMDEN,(856) 246-3598,(856) 246-3647,dmoran@virtua.org,4/30/2021,VIRTUA WEST JERSEY HEALTH SYSTEM,303 LIPPINCOTT DRIVE,"MARLTON, NJ  08053",Non-Profit - Hospital,Mr. PAUL MINNICK,,6/17/2020,
NJ1321,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1321,VIRTUA HEALTH AND WELLNESS CENTER,VIRTUA HEALTH AND WELLNESS CENTER,1 BRACE ROAD, ,CHERRY HILL,NJ,08034,"CHERRY HILL, NJ  08034",CAMDEN,(856) 874-0791,          ,mnessel@virtua.org,8/31/2020,"VIRTUA OUR LADY OF LOURDES HOSPITAL, INC",1600 HADDON AVENUE,"CAMDEN, NJ  ",,Dr. REGINALD BLABER,M.D.,6/17/2020,
NJ1415,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1415,VIRTUA HEALTH AND WELLNESS CENTER,VIRTUA HEALTH AND WELLNESS CENTER,25 WRIGHTSTOWN-COOKSTOWN ROAD, ,COOKSTOWN,NJ,08511,"COOKSTOWN, NJ  08511",BURLINGTON,(856) 757-3612,(856) 635-2400,nesselm@virtua.org,12/31/2020,"VIRTUA WILLINGBORO HOSPITAL, INC",218A SUNSET ROAD,"WILLINGBORO, NJ  08046",,. MARK NESSEL,,6/17/2020,
NJ317071,HOME HEALTH AGENCY,22371,VIRTUA HOME CARE AT WEST JERSEY,VIRTUA HOME CARE AT WEST JERSEY,"523 FELLOWSHIP ROAD, SUITE 250", ,MOUNT LAUREL,NJ,08054,"MOUNT LAUREL, NJ  08054",BURLINGTON,(856) 581-7200,(856) 581-7201,ksinclair@virtua.org,9/30/2020,VIRTUA WEST JERSEY HEALTH SYSTEM,303 LIPPINCOTT DRIVE,"MARLTON, NJ  08053",Non-Profit - Hospital,. KAREN SINCLAIR,,6/17/2020,
NJ317035,HOME HEALTH AGENCY,70304,VIRTUA HOMECARE COMMUNITY NURSING SERVICES,VIRTUA HOME CARE - COMMUNITY NURSING SERVICES,523 FELLOWSHIP ROAD - SUITE 250, ,MOUNT LAUREL,NJ,08054,"MOUNT LAUREL, NJ  08054",BURLINGTON,(856) 581-7200,(856) 581-7201,ksinclair@virtua.org,2/28/2021,"VIRTUA-MEMORIAL HOSPITAL OF BURLINGTON CO., INC",175 MADISON AVENUE,"MOUNT HOLLY, NJ  08060",Non-Profit - Hospital,. KAREN SINCLAIR,,6/17/2020,
NJ10301,GENERAL ACUTE CARE HOSPITAL,10301,VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,VIRTUA MEMORIAL HOSPITAL OF BURLINGTON COUNTY,175 MADISON AVE, ,MOUNT HOLLY,NJ,08060,"MOUNT HOLLY, NJ  08060",BURLINGTON,(609) 267-0700,(609) 914-6201,JKIRBY2@VIRTUA.ORG,11/30/2020,"VIRTUA-MEMORIAL HOSPITAL OF BURLINGTON CO., INC",175 MADISON AVENUE,"MOUNT HOLLY, NJ  08060",Non-Profit - Hospital,Mr. JOHN KIRBY,,6/17/2020,383
NJ1507,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1507,VIRTUA MOORESTOWN CANCER CENTER,VIRTUA MOORESTOWN CANCER CENTER,350 YOUNG AVENUE, ,MOORESTOWN,NJ,08057,"MOORESTOWN, NJ  08057",BURLINGTON,(609) 914-6000,(609) 914-6201,,11/30/2020,"VIRTUA-MEMORIAL HOSPITAL OF BURLINGTON CO., INC",175 MADISON AVENUE,"MOUNT HOLLY, NJ  08060",Non-Profit - Hospital,Mr. DENNIS PULLEN,,6/17/2020,
NJ10404,GENERAL ACUTE CARE HOSPITAL,10404,VIRTUA OUR LADY OF LOURDES HOSPITAL,VIRTUA OUR LADY OF LOURDES HOSPITAL,1600 HADDON AVENUE, ,CAMDEN,NJ,08103,"CAMDEN, NJ  08103",CAMDEN,(856) 580-6330,(856) 635-2400,mnessel@virtua.org,8/31/2020,"VIRTUA OUR LADY OF LOURDES HOSPITAL, INC",1600 HADDON AVENUE,"CAMDEN, NJ  ",,Mr. MARK NESSEL,,6/17/2020,340
NJ1154,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1154,VIRTUA SLEEP CARE AT MOUNT HOLLY,VIRTUA SLEEP CARE AT MOUNT HOLLY,"101 BURRS ROAD, BUILDING 1, SUITE F", ,WESTAMPTON,NJ,08060,"WESTAMPTON, NJ  08060",BURLINGTON,(609) 914-6000,(609) 914-6201,,11/30/2020,"VIRTUA-MEMORIAL HOSPITAL OF BURLINGTON CO., INC",175 MADISON AVENUE,"MOUNT HOLLY, NJ  08060",Non-Profit - Hospital,Mr. JOHN KIRBY,,6/17/2020,
NJ1270,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1270,VIRTUA SLEEPCARE AT WASHINGTON TOWNSHIP,VIRTUA SLEEPCARE AT WASHINGTON TOWNSHIP,"239 HURFFVILLE CROSSKEYS ROAD, SUITE 375", ,SEWELL,NJ,08080,"SEWELL, NJ  08080",GLOUCESTER,(856) 355-6160,(856) 355-6161,pminnick@virtua.org,4/30/2021,VIRTUA WEST JERSEY HEALTH SYSTEM,303 LIPPINCOTT DRIVE,"MARLTON, NJ  08053",Non-Profit - Hospital,Mr. PAUL MINNICK,,6/17/2020,
NJ1262,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1262,VIRTUA WASHINGTON TOWNSHIP ANTE NATAL TESTING UNIT,VIRTUA WASHINGTON TOWNSHIP ANTE NATAL TESTING UNIT,239 HURFFVILLE CROSS-KEYS ROAD  /  STE 245, ,SEWELL,NJ,08080,"SEWELL, NJ  08080",GLOUCESTER,(856) 355-6160,(856) 341-8320,padermarco@virtua.org,4/30/2021,VIRTUA WEST JERSEY HEALTH SYSTEM,303 LIPPINCOTT DRIVE,"MARLTON, NJ  08053",Non-Profit - Hospital,Mr. PAUL MINNICK,,6/17/2020,
NJ1271,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1271,VIRTUA WASHINGTON TOWNSHIP RADIATION ONCOLOGY CENTER,VIRTUA WASHINGTON TWP RADIATION ONCOLOGY CENTER,239 HURFFVILLE CROSS-KEYS ROAD  /  STE 190, ,SEWELL,NJ,08080,"SEWELL, NJ  08080",GLOUCESTER,(856) 355-6160,(958) 355-6161,RBEECHER@VIRTUA.ORG,4/30/2021,VIRTUA WEST JERSEY HEALTH SYSTEM,303 LIPPINCOTT DRIVE,"MARLTON, NJ  08053",Non-Profit - Hospital,Mr. PAUL MINNICK,,6/17/2020,
NJ310061,GENERAL ACUTE CARE HOSPITAL,10303,VIRTUA WILLINGBORO HOSPITAL,VIRTUA WILLINGBORO HOSPITAL,218A SUNSET ROAD, ,WILLINGBORO,NJ,08046,"WILLINGBORO, NJ  08046",BURLINGTON,(609) 835-2900,(609) 835-3061,JKirby2@virtua.org,12/31/2020,"VIRTUA OUR LADY OF LOURDES HOSPITAL, INC",1600 HADDON AVENUE,"CAMDEN, NJ  ",,Mr. MARK NESSEL,,6/17/2020,169
NJ317058,HOME HEALTH AGENCY,71603,VISITING HEALTH SERVICES OF NEW JERSEY,VISITING HEALTH SERVICES OF NEW JERSEY,"783 RIVERVIEW DRIVE, SECOND FLOOR", ,TOTOWA,NJ,07511,"TOTOWA, NJ  07511",PASSAIC,(973) 256-4636,(973) 256-6778,dawn.jacobson@hackensackmeridian.org,5/31/2021,"VHSNJ AT HOME, LLC",1340 CAMPUS PARKWAY,"NEPTUNE, NJ  07753",Profit - LLC,Ms. LAURA MARTYN,,6/17/2020,
NJ24431,HOSPICE CARE BRANCH,24418,VISITING NURSE ASSOCIATION OF CENTRAL JERSEY HOME CARE & HOSPICE,VNA OF CENTRAL JERSEY HOME CARE & HOSPICE,204 CREEK CROSSING BOULEVARD, ,HAINESPORT,NJ,08036,"HAINESPORT, NJ  08036",BURLINGTON,(609) 267-7417,(732) 784-9430,ELLEN.GUSICK@VNAHG.ORG,2/28/2021,"VNA HEALTH GROUP OF NEW JERSEY, LLC","23 MAIN STREET, SUITE D1","HOLMDEL, NJ  07733",Non-Profit - LLC,Ms. ELLEN GUSICK,,6/17/2020,
NJ24121-1,HOSPICE CARE PROGRAM,24121,"VISITING NURSE ASSOCIATION OF CENTRAL JERSEY, INC",VISITING NURSE ASSOCIATION OF CENTRAL JERSEY INC,"23 MAIN STREET, SUITE D1, SUITE B", ,HOLMDEL,NJ,07733,"HOLMDEL, NJ  07733",MONMOUTH,(732) 224-6900,(732) 784-9430,ellen.gusick@vnahg.org,5/31/2021,"VISITING NURSE ASSOC OF CENTRAL JERSEY, INC.",1940 ROUTE 9 NORTH,"CAPE MAY COURT HOUSE, NJ  08210",Govt - County,Ms. ELLEN GUSICK,,6/17/2020,
311840,FEDERALLY QUALIFIED HEALTH CENTERS,80319,"VISITING NURSE ASSOCIATION OF CENTRAL NEW JERSEY, INC.",VNA OF CENTRAL JERSEY COMM HLTH CTR INC,1301 MAIN STREET, ,ASBURY PARK,NJ,07712,"ASBURY PARK, NJ  07712",MONMOUTH,(732) 774-6333,(732) 774-8083,abdul.crenshaw@vnahg.org,6/30/2020,"VNA OF CENTRAL JERSEY COMMUNITY HEALTH CENTER, INC",1301 MAIN STREET,"ASBURY PARK, NJ  07712",Non-Profit - Other,Mr. CHRISTOPHER RINN,,6/17/2020,
NJ22745,HOSPICE CARE PROGRAM,22745,"VISITING NURSE ASSOCIATION OF ENGLEWOOD, INC.",VISITING NURSE ASSOCIATION OF ENGLEWOOD,15 ENGLE STREET, ,ENGLEWOOD,NJ,07631,"ENGLEWOOD, NJ  07631",BERGEN,(201) 894-3333,(201) 541-2730,ellen.gusick@vnahg.org,8/31/2020,"VISITING NURSE ASSOCIATION OF ENGLEWOOD, INC.",15 ENGLE STREET,"ENGLEWOOD, NJ  07631",Non-Profit - Corporation,Ms. ELLEN GUSICK,,6/17/2020,
NJ317022,HOME HEALTH AGENCY,22250,"VISITING NURSE ASSOCIATION OF ENGLEWOOD, INC.",VISITING NURSE ASSOCIATION OF ENGLEWOOD,15 ENGLE STREET, ,ENGLEWOOD,NJ,07631,"ENGLEWOOD, NJ  07631",BERGEN,(201) 894-3333,(201) 894-1710,ellen.gusick@vnahg.org,5/31/2021,"VISITING NURSE ASSOCIATION OF ENGLEWOOD, INC.",15 ENGLE STREET,"ENGLEWOOD, NJ  07631",Non-Profit - Corporation,Ms. ELLEN GUSICK,,6/17/2020,
NJ317002,HOME HEALTH AGENCY,71401,"VISITING NURSE ASSOCIATION OF NORTHERN NEW JERSEY, INC.","VISITING NURSE ASSOC OF NORTHERN NEW JERSEY, INC",175 SOUTH STREET, ,MORRISTOWN,NJ,07960,"MORRISTOWN, NJ  07960",MORRIS,(973) 539-1216,(973) 539-9802,fscott@vnannj.org,11/30/2019,"VISITING NURSE ASSOC OF NORTHERN NEW JERSEY, INC.",175 SOUTH STREET,"MORRISTOWN, NJ  07960",,Ms. FAITH SCOTT,,6/17/2020,
NJ317001,HOME HEALTH AGENCY,22251,"VISITING NURSE ASSOCIATION OF SOMERSET HILLS HOME HEALTH & HOSPICE SERVICES, INC",VNA OF SOMERSET HILLS - HOME HEALTH,200 MT AIRY ROAD, ,BASKING RIDGE,NJ,07920,"BASKING RIDGE, NJ  07920",SOMERSET,(908) 766-0180,(908) 766-5492,hhadministrator@visitingnurse.org,5/31/2020,VISITING NURSE ASSOCIATION OF SOMERSET HILLS HOME,200 MT. AIRY ROAD,"BASKING RIDGE, NJ  07920",Non-Profit - Corporation,Ms. JUDY ADAMCSIK,,6/17/2020,
NJ23091-1,HOSPICE CARE BRANCH,23091,VITAS HEALTHCARE CORPORATION ATLANTIC,VITAS HEALTHCARE CORPORATION ATLANTIC,521 FELLOWSHIP ROAD  -  SUITE 110, ,MOUNT LAUREL,NJ,08054,"MOUNT LAUREL, NJ  08054",BURLINGTON,(856) 778-0222,          ,mark.brown@vitas.com,10/31/2020,VITAS HEALTHCARE ATLANTIC,70 S ORANGE AVENUE,"LIVINGSTON, NJ  07039",Profit - Corporation,Mr. KEAGEN BROWN,,6/17/2020,
NJ24203,HOSPICE CARE BRANCH,24203,VITAS HEALTHCARE CORPORATION ATLANTIC,VITAS HEALTHCARE CORPORATION ATLANTIC,"1040 BROAD STREET, SUITE 300", ,SHREWSBURY,NJ,07702,"SHREWSBURY, NJ  07702",MONMOUTH,(732) 389-0066,(732) 544-3888,mark.brown@vitas.com,10/31/2020,VITAS HEALTHCARE ATLANTIC,70 S ORANGE AVENUE,"LIVINGSTON, NJ  07039",Profit - Corporation,Mr. MARK BROWN,,6/17/2020,
NJ311558,HOSPICE CARE PROGRAM,23201,VITAS HEALTHCARE CORPORATION ATLANTIC,VITAS HEALTHCARE CORPORATION ATLANTIC,"70 SOUTH ORANGE AVENUE, SUITE 210", ,LIVINGSTON,NJ,07039,"LIVINGSTON, NJ  07039",ESSEX,(973) 994-4738,(973) 422-5385,CATHERINE.NEWBY@VITAS.COM,10/31/2020,VITAS HEALTHCARE ATLANTIC,70 S ORANGE AVENUE,"LIVINGSTON, NJ  07039",Profit - Corporation,Mr. JAMES COZINE,,6/17/2020,
NJ22746,HOSPICE CARE PROGRAM,22746,VNA HEALTH GROUP OF NEW JERSEY LLC,VNA OF CENTRAL JERSEY HOME CARE & HOSPICE,1433 HOOPER AVENUE, ,TOMS RIVER,NJ,08753,"TOMS RIVER, NJ  08753",OCEAN,(732) 818-6800,(732) 784-9916,ELLEN.GUSICK@VNAHG.ORG,2/28/2021,"VNA HEALTH GROUP OF NEW JERSEY, LLC","23 MAIN STREET, SUITE D1","HOLMDEL, NJ  07733",Non-Profit - LLC,Ms. ELLEN GUSICK,,6/17/2020,
NJ317067,HOME HEALTH AGENCY,71502,"VNA HEALTH GROUP OF NEW JERSEY, LLC",VNA OF CENTRAL JERSEY HOME CARE & HOSPICE,1433 HOOPER AVENUE, ,TOMS RIVER,NJ,08753,"TOMS RIVER, NJ  08753",OCEAN,(732) 818-6872,(732) 784-9710,Ellen.Gusick@vnahg.org,11/30/2020,"VNA HEALTH GROUP OF NEW JERSEY, L.L.C.","23 MAIN STREET, SUITE D1","HOLMDEL, NJ  07733",,Ms. ELLEN GUSICK,R.N.,6/17/2020,
NJ317016,HOME HEALTH AGENCY,71102,"VNA HOME CARE OF  MERCER COUNTY, INC","VNA HOME CARE OF MERCER COUNTY,INC","2 SOUTH GOLD DRIVE, SUITE B", ,HAMILTON,NJ,08691,"HAMILTON, NJ  08691",MERCER,(609) 695-3461,(609) 695-4222,acampbell@holyredeemer.com,12/31/2020,"VNA HOME CARE OF MERCER COUNTY, INC","2 S. GOLD DRIVE, SUITE B","HAMILTON, NJ  08691",Non-Profit - Religious Affiliation,Ms. ALICIA CAMPBELL,,6/17/2020,
NJ311534,HOSPICE CARE PROGRAM,22600,"VNA HOME CARE OF MERCER COUNTY, INC.",VNA HOME CARE OF MERCER COUNTY ,"2 SOUTH GOLD DRIVE, SUITE B", ,HAMILTON,NJ,08691,"HAMILTON, NJ  08691",MERCER,(609) 695-3461,(609) 695-4222,acampbell@holyredeemer.com,1/31/2021,"VNA HOME CARE OF MERCER COUNTY, INC","2 S. GOLD DRIVE, SUITE B","HAMILTON, NJ  08691",Non-Profit - Religious Affiliation,Ms. ALICIA CAMPBELL,,6/17/2020,
NJ22634-2,HOSPICE CARE PROGRAM,22634,VNA OF CENTRAL JERSEY HOME CARE & HOSPICE,VNA OF CENTRAL JERSEY HOME CARE & HOSPICE,"23 MAIN STREET, SUITE D1", ,HOLMDEL,NJ,07733,"HOLMDEL, NJ  07733",MONMOUTH,(732) 493-2220,(732) 784-9430,ellen.gusick@vnahg.org,2/28/2021,"VNA HEALTH GROUP OF NEW JERSEY, LLC","23 MAIN STREET, SUITE D1","HOLMDEL, NJ  07733",Non-Profit - LLC,Ms. ELLEN GUSICK,,6/17/2020,
NJ22634-1,,22634,VNA OF CENTRAL JERSEY HOME CARE & HOSPICE, VNA OF CENTRAL JERSEY HOME CARE & HOSPICE,1100 WAYSIDE ROAD, ,TINTON FALLS,NJ,07712,"TINTON FALLS, NJ  07712",ATLANTIC,(732) 493-2220,          ,,2/29/2020,"VNA OF CENTRAL JERSEY COMMUNITY HEALTH CENTER, INC",1301 MAIN STREET,"ASBURY PARK, NJ  07712",Non-Profit - Other,Ms. ELLEN GUSICK,,6/17/2020,
NJ22602,HOSPICE CARE PROGRAM,22602,"VNA OF NORTHERN NEW JERSEY HOSPICE, INC.",VNA OF NORTHERN NEW JERSEY HOSPICE,175 SOUTH STREET, ,MORRISTOWN,NJ,07960,"MORRISTOWN, NJ  07960",MORRIS,(973) 539-1216,(973) 539-9802,fscott@vnannj.org,1/31/2021,"VISITING NURSE ASSOCIATION OF NORTHERN NEW JERSEY,",175 SOUTH STREET,"MORRISTOWN, NJ  07960",,Ms. FAITH SCOTT,,6/17/2020,
NJ22654,HOSPICE CARE PROGRAM,22654,VNA SOMERSET HILLS HOSPICE,VNA OF SOMERSET HILLS -  HOSPICE,200 MT AIRY ROAD, ,BASKING RIDGE,NJ,07920,"BASKING RIDGE, NJ  07920",SOMERSET,(908) 766-0180,(908) 766-5492,hhadministrator@visitingnurse.org,12/31/2020,VISITING NURSE ASSOCIATION OF SOMERSET HILLS HOME,200 MT. AIRY ROAD,"BASKING RIDGE, NJ  07920",Non-Profit - Corporation,Ms. JUDY ADAMCSIK,,6/17/2020,
NJ80038,AMBULATORY SURGICAL CENTER,R24554,"VOORHEES SURGERY CENTER, LLC","VOORHEES SURGERY CENTER, LLC",2 VAN BUREN ROAD, ,VOORHEES,NJ,08043,"VOORHEES, NJ  08043",CAMDEN,(856) 770-8445,(856) 770-8366,rsollitto@comcast.net,10/31/2020,"VOORHEES SURGERY CENTER, L.L.C.",2 VAN BUREN ROAD,"VOORHEES, NJ  08043",Profit - LLC,Dr. ROBERT SOLLITTO,,6/17/2020,
NJ24812,END STAGE RENAL DIALYSIS,24812,WALL TOWNSHIP HOME TRAINING CENTER,WALL TOWNSHIP HOME TRAINING CENTER,"5100 BELMAR BOULEVARD, SUITE 1", ,WALL,NJ,07719,"WALL, NJ  07719",MONMOUTH,(732) 938-2780,(732) 938-2654,danielle.defazio@davita.com,9/30/2020,"GANOIS DIALYSIS, L.L.C.",2000 16TH STREET,"DENVER, CO  80202",Profit - Corporation,Ms. DANIELLE DEFAZIO,,6/17/2020,
NJ80032,SURGICAL PRACTICE,R24586,WATTS PLASTIC SURGERY ASSOCIATION,WATTS PLASTIC SURGERY ASSOCIATION,"1051 WEST SHERMAN AVENUE, BLDG 2, SUITE A", ,SOUTH VINELAND,NJ,08360,"SOUTH VINELAND, NJ  08360",CUMBERLAND,(856) 691-0200,(856) 691-5984,dcwatts52@comcast.net,6/30/2021,WATTS PLASTIC SURGERY ASSOCIATION,"1051 W SHERMAN AVENUE, BLDG 2, SUITE A","VINELAND, NJ  08360",Profit - Partnership,Mr. DAVID WATTS,,6/17/2020,
NJ1060,"HOSPITAL-BASED, OFF-SITE AMBULATORY CARE FACILITY",1060,WAYMON C LATTIMORE CLINIC,WAYMON C LATTIMORE CLINIC,225 WARREN STREET, ,NEWARK,NJ,07101,"NEWARK, NJ  07101",ESSEX,(973) 972-0871,(973) 972-3832,borzoney@uhnj.org,3/31/2021,UNIVERSITY HOSPITAL,"150 BERGEN STREET, D346","NEWARK, NJ  07103",Non-Profit - LLC,. SHEREEF ELNAHAL,,6/17/2020,
NJ24829,AMBULATORY CARE FACILITY,24829,WAYNE CANCER CENTER,WAYNE CANCER CENTER,234 HAMBURG TURNPIKE, ,WAYNE,NJ,07470,"WAYNE, NJ  07470",PASSAIC,(973) 310-0300,(973) 595-1625,dvardaro@sovms.com,5/31/2020,"SOVEREIGN ONCOLOGY, LLC",,",   ",,Mr. DONALD VARDARO,,6/17/2020,
NJ31C0001124,AMBULATORY SURGICAL CENTER,22771,WAYNE SURGICAL CENTER,WAYNE SURGICAL CENTER LLC,1176 HAMBURG TURNPIKE, ,WAYNE,NJ,07470,"WAYNE, NJ  07470",PASSAIC,(973) 709-1900,(973) 709-1901,dsimmons@waynesurgical.com,9/30/2020,"WAYNE SURGICAL CENTER, L.L.C.",1176 HAMBURG TURNPIKE,"WAYNE, NJ  07470",Profit - LLC,Mr. DENNIS SIMMONS,,6/17/2020,
NJ22345C,CHILDREN REHABILITATION HOSPITAL,22345,WEISMAN CHILDRENS REHABILITATION HOSPITAL,WEISMAN CHILDRENS REHABILITATION HOSPITAL,"92 BRICK ROAD, 3RD FLOOR", ,MARLTON,NJ,08053,"MARLTON, NJ  08053",BURLINGTON,(856) 489-4520,(856) 489-1169,wcrhadmin@weismanchildrens.com,11/30/2020,"HBA MANAGEMENT, INC","5310 NORTHWEST 33RD AVENUE, SUITE 211","FORT LAUDERDALE, FL  33309",Profit - Corporation,Ms. KATHY HALL-OLSEN,,6/17/2020,18
NJ24784,AMBULATORY CARE FACILITY,24784,WELLNESS CENTER OF SOUTH PLAINFIELD,WELLNESS CENTER OF SOUTH PLAINFIELD,3000 HADLEY ROAD, ,SOUTH PLAINFIELD,NJ,07080,"SOUTH PLAINFIELD, NJ  07080",MIDDLESEX,(973) 714-9337,(973) 285-9101,rf@msc-llc.net,8/31/2019,WELLNESS CENTER OF SOUTH PLAINFIELD,3000 HADLEY ROAD,"SOUTH PLAINFIELD, NJ  07080",Profit - Partnership,Mr. ROGER FINDLAY,,6/17/2020,
